chrom	start	end	ratio_change	gene_id	gene_name	gene_type	overlap_type	strand	tss	distance_to_tss
chr14	31200000	31350000	-0.1089009	ENSMUSG00000019027.8	Dnah1	protein_coding	promoter	-	31323896	26104
chr14	31200000	31350000	-0.1089009	ENSMUSG00000115311.1	Gm35823	antisense	promoter	+	31268757	68757
chr14	31200000	31350000	-0.1089009	ENSMUSG00000115468.1	Gm49217	lincRNA	promoter	+	31323955	26045
chr14	31200000	31350000	-0.1089009	ENSMUSG00000115445.1	Gm49791	lincRNA	promoter	-	31326006	23994
chr14	31200000	31350000	-0.1089009	ENSMUSG00000021893.14	Capn7	protein_coding	promoter	+	31336638	13362
chr14	33750000	33900000	-0.1040014	ENSMUSG00000115134.1	Gm49108	lincRNA	promoter	-	33807041	57041
chr14	33750000	33900000	-0.1040014	ENSMUSG00000115751.1	4930503F20Rik	lincRNA	promoter	-	33811283	61283
chr14	34500000	34650000	-0.1051567333333333	ENSMUSG00000021796.15	Bmpr1a	protein_coding	promoter	-	34503341	3341
chr14	34500000	34650000	-0.1051567333333333	ENSMUSG00000090779.1	Gm17110	antisense	promoter	+	34501715	1715
chr14	34500000	34650000	-0.1051567333333333	ENSMUSG00000021797.2	9230112D13Rik	protein_coding	promoter	-	34522801	22801
chr14	34500000	34650000	-0.1051567333333333	ENSMUSG00000115582.1	Gm48953	processed_pseudogene	promoter	+	34516195	16195
chr14	34500000	34650000	-0.1051567333333333	ENSMUSG00000021798.14	Ldb3	protein_coding	promoter	-	34588682	61318
chr14	34500000	34650000	-0.1051567333333333	ENSMUSG00000021799.9	Opn4	protein_coding	promoter	-	34600142	49858
chr14	34500000	34650000	-0.1051567333333333	ENSMUSG00000115509.1	Gm49012	antisense	promoter	+	34591092	58908
chr14	55500000	55650000	-0.1164882666666666	ENSMUSG00000022212.15	Cpne6	protein_coding	promoter	+	55510445	10445
chr14	55500000	55650000	-0.1164882666666666	ENSMUSG00000040632.16	Nrl	protein_coding	promoter	-	55524981	24981
chr14	55500000	55650000	-0.1164882666666666	ENSMUSG00000115778.1	Gm10876	antisense	promoter	-	55542399	42399
chr14	55500000	55650000	-0.1164882666666666	ENSMUSG00000115622.1	Gm49117	processed_pseudogene	promoter	+	55537869	37869
chr14	55500000	55650000	-0.1164882666666666	ENSMUSG00000040618.7	Pck2	protein_coding	promoter	+	55540266	40266
chr14	55500000	55650000	-0.1164882666666666	ENSMUSG00000053588.4	A730061H03Rik	bidirectional_promoter_lncRNA	promoter	-	55560408	60408
chr14	55500000	55650000	-0.1164882666666666	ENSMUSG00000022214.15	Dcaf11	protein_coding	promoter	+	55560006	60006
chr14	55500000	55650000	-0.1164882666666666	ENSMUSG00000086341.2	Gm15932	antisense	promoter	-	55575991	74009
chr14	55500000	55650000	-0.1164882666666666	ENSMUSG00000022215.6	Fitm1	protein_coding	promoter	+	55575617	74383
chr14	55500000	55650000	-0.1164882666666666	ENSMUSG00000022216.17	Psme1	protein_coding	promoter	+	55578123	71877
chr14	55500000	55650000	-0.1164882666666666	ENSMUSG00000022217.14	Emc9	protein_coding	promoter	-	55585302	64698
chr14	55500000	55650000	-0.1164882666666666	ENSMUSG00000079197.10	Psme2	protein_coding	promoter	-	55591113	58887
chr14	55500000	55650000	-0.1164882666666666	ENSMUSG00000047098.18	Rnf31	protein_coding	promoter	+	55591708	58292
chr14	55500000	55650000	-0.1164882666666666	ENSMUSG00000002325.15	Irf9	protein_coding	promoter	+	55603571	46429
chr14	55500000	55650000	-0.1164882666666666	ENSMUSG00000002324.8	Rec8	protein_coding	promoter	+	55618037	31963
chr14	55500000	55650000	-0.1164882666666666	ENSMUSG00000002319.16	Ipo4	protein_coding	promoter	-	55635957	14043
chr14	55500000	55650000	-0.1164882666666666	ENSMUSG00000115232.1	Gm49378	protein_coding	promoter	-	55637895	12105
chr14	55500000	55650000	-0.1164882666666666	ENSMUSG00000002320.15	Tm9sf1	protein_coding	promoter	-	55643806	6194
chr14	55500000	55650000	-0.1164882666666666	ENSMUSG00000115222.1	Gm49747	antisense	promoter	+	55643604	6396
chr14	55500000	55650000	-0.1164882666666666	ENSMUSG00000007591.15	Tssk4	protein_coding	promoter	+	55650184	184
chr14	63750000	63900000	-0.1413042376666666	ENSMUSG00000021958.5	Pinx1	protein_coding	promoter	+	63860364	39636
chr14	63900000	64050000	-0.1083988099999999	ENSMUSG00000063060.6	Sox7	protein_coding	promoter	+	63943673	43673
chr14	63900000	64050000	-0.1083988099999999	ENSMUSG00000021961.6	4930578I06Rik	protein_coding	promoter	-	63987790	62210
chr14	63900000	64050000	-0.1083988099999999	ENSMUSG00000046049.7	Rp1l1	protein_coding	promoter	+	63992506	57494
chr14	64050000	64200000	-0.1134920999999999	ENSMUSG00000034623.14	Prss55	protein_coding	promoter	-	64090162	40162
chr14	64050000	64200000	-0.1134920999999999	ENSMUSG00000052099.14	Prss51	protein_coding	promoter	+	64086234	36234
chr14	64050000	64200000	-0.1134920999999999	ENSMUSG00000091686.1	4930471C04Rik	lincRNA	promoter	-	64104235	54235
chr14	64050000	64200000	-0.1134920999999999	ENSMUSG00000021966.7	Prss52	protein_coding	promoter	+	64104286	54286
chr14	64050000	64200000	-0.1134920999999999	ENSMUSG00000090785.1	Gm17116	antisense	promoter	-	64114641	64641
chr14	64050000	64200000	-0.1134920999999999	ENSMUSG00000114284.1	9630015K15Rik	antisense	promoter	+	64116314	66314
chr14	65850000	66000000	-0.1151597266666666	ENSMUSG00000034463.4	Scara3	protein_coding	promoter	-	65953935	46065
chr14	65850000	66000000	-0.1151597266666666	ENSMUSG00000114844.1	Gm19222	processed_pseudogene	promoter	-	65962888	37112
chr14	65850000	66000000	-0.1151597266666666	ENSMUSG00000022037.15	Clu	protein_coding	promoter	+	65968483	31517
chr14	70050000	70200000	-0.1113256	ENSMUSG00000114446.1	Gm33524	antisense	promoter	-	70057367	7367
chr14	70050000	70200000	-0.1113256	ENSMUSG00000033730.4	Egr3	protein_coding	promoter	+	70077203	27203
chr14	70050000	70200000	-0.1113256	ENSMUSG00000022089.9	Bin3	protein_coding	promoter	+	70100105	50105
chr14	70050000	70200000	-0.1113256	ENSMUSG00000033712.6	Ccar2	protein_coding	promoter	-	70153811	46189
chr14	70050000	70200000	-0.1113256	ENSMUSG00000044551.13	9930012K11Rik	protein_coding	promoter	-	70159502	40498
chr14	70050000	70200000	-0.1113256	ENSMUSG00000022090.10	Pdlim2	protein_coding	promoter	-	70177681	22319
chr14	70500000	70650000	-0.1036910666666667	ENSMUSG00000022098.10	Bmp1	protein_coding	promoter	-	70520234	20234
chr14	70500000	70650000	-0.1036910666666667	ENSMUSG00000022097.4	Sftpc	protein_coding	promoter	-	70524081	24081
chr14	70500000	70650000	-0.1036910666666667	ENSMUSG00000033595.7	Lgi3	protein_coding	promoter	+	70530685	30685
chr14	70500000	70650000	-0.1036910666666667	ENSMUSG00000033589.4	Reep4	protein_coding	promoter	+	70545251	45251
chr14	70500000	70650000	-0.1036910666666667	ENSMUSG00000022096.14	Hr	protein_coding	promoter	+	70552212	52212
chr14	70500000	70650000	-0.1036910666666667	ENSMUSG00000045211.5	Nudt18	protein_coding	promoter	+	70577637	72363
chr14	70500000	70650000	-0.1036910666666667	ENSMUSG00000022095.9	Fam160b2	protein_coding	promoter	-	70599835	50165
chr14	70500000	70650000	-0.1036910666666667	ENSMUSG00000022099.17	Dmtn	protein_coding	promoter	-	70636048	13952
chr14	70500000	70650000	-0.1036910666666667	ENSMUSG00000022101.6	Fgf17	protein_coding	promoter	-	70642268	7732
chr14	76500000	76650000	-0.1198917	ENSMUSG00000115092.1	E130202H07Rik	lincRNA	promoter	+	76526592	26592
chr14	76500000	76650000	-0.1198917	ENSMUSG00000052584.10	Serp2	protein_coding	promoter	-	76556889	56889
chr14	76500000	76650000	-0.1198917	ENSMUSG00000115143.1	Fkbp1a-ps1	processed_pseudogene	promoter	-	76636864	13136
chr14	76650000	76800000	-0.1107063566666666	ENSMUSG00000101009.6	1700108F19Rik	processed_transcript	promoter	+	76672963	22963
chr14	76650000	76800000	-0.1107063566666666	ENSMUSG00000115709.1	4930431P22Rik	lincRNA	promoter	+	76760131	39869
chr14	76650000	76800000	-0.1107063566666666	ENSMUSG00000115817.1	Gm30246	lincRNA	promoter	+	76780827	19173
chr14	79650000	79800000	-0.1220923333333333	ENSMUSG00000022025.13	Cnmd	protein_coding	promoter	-	79662170	12170
chr14	79650000	79800000	-0.1220923333333333	ENSMUSG00000115740.1	Gm49042	lincRNA	promoter	-	79702410	52410
chr14	79650000	79800000	-0.1220923333333333	ENSMUSG00000115422.1	4930452G13Rik	lincRNA	promoter	+	79702920	52920
chr14	79650000	79800000	-0.1220923333333333	ENSMUSG00000076453.1	Mir759	miRNA	promoter	+	79738431	61569
chr14	79650000	79800000	-0.1220923333333333	ENSMUSG00000036422.10	Pcdh8	protein_coding	promoter	-	79771312	28688
chr14	79650000	79800000	-0.1220923333333333	ENSMUSG00000102774.1	Gm9748	antisense	promoter	+	79769908	30092
chr14	121650000	121800000	-0.1017704533333333	ENSMUSG00000025558.19	Dock9	protein_coding	promoter	-	121797837	2163
chr15	12600000	12750000	-0.1173510683333333	ENSMUSG00000022197.16	Pdzd2	protein_coding	promoter	-	12739924	10076
chr15	12600000	12750000	-0.1173510683333333	ENSMUSG00000103130.1	F830212C03Rik	TEC	promoter	-	12635346	35346
chr15	12600000	12750000	-0.1173510683333333	ENSMUSG00000095842.1	Gm24302	miRNA	promoter	+	12695124	54876
chr15	27750000	27900000	-0.1150102666666666	ENSMUSG00000115641.1	Gm9891	TEC	promoter	+	27856307	43693
chr15	27750000	27900000	-0.1150102666666666	ENSMUSG00000115161.1	Gm20555	TEC	promoter	-	27867231	32769
chr15	34200000	34350000	-0.1032694433333333	ENSMUSG00000022257.4	Laptm4b	protein_coding	promoter	+	34238028	38028
chr15	34200000	34350000	-0.1032694433333333	ENSMUSG00000115808.1	Gm18949	processed_pseudogene	promoter	-	34269829	69829
chr15	34200000	34350000	-0.1032694433333333	ENSMUSG00000084738.2	Gm25809	snoRNA	promoter	-	34288870	61130
chr15	34200000	34350000	-0.1032694433333333	ENSMUSG00000022324.15	Matn2	protein_coding	promoter	+	34306677	43323
chr15	37650000	37800000	-0.1069065333333333	ENSMUSG00000051359.15	Ncald	protein_coding	promoter	-	37792570	7430
chr15	37650000	37800000	-0.1069065333333333	ENSMUSG00000115157.1	Gm49397	processed_transcript	promoter	-	37734335	65665
chr15	37650000	37800000	-0.1069065333333333	ENSMUSG00000086125.1	Gm15942	antisense	promoter	+	37700704	50704
chr15	37650000	37800000	-0.1069065333333333	ENSMUSG00000086313.1	Gm15940	sense_intronic	promoter	-	37765401	34599
chr15	57600000	57750000	-0.1096706533333333	ENSMUSG00000071757.10	Zhx2	protein_coding	promoter	+	57694665	55335
chr15	57600000	57750000	-0.1096706533333333	ENSMUSG00000090002.1	Gm16006	antisense	promoter	-	57708927	41073
chr15	57600000	57750000	-0.1096706533333333	ENSMUSG00000047807.10	9330154K18Rik	antisense	promoter	-	57738666	11334
chr15	58950000	59100000	-0.1126515666666666	ENSMUSG00000022353.10	Mtss1	protein_coding	promoter	-	59082005	17995
chr15	58950000	59100000	-0.1126515666666666	ENSMUSG00000115062.1	4930544F09Rik	antisense	promoter	+	58984136	34136
chr15	59700000	59850000	-0.1008357166666666	ENSMUSG00000115426.1	Gm19510	lincRNA	promoter	-	59794959	55041
chr15	66750000	66900000	-0.1348185333333333	ENSMUSG00000022372.14	Sla	protein_coding	promoter	-	66831829	68171
chr15	66750000	66900000	-0.1348185333333333	ENSMUSG00000005124.10	Ccn4	protein_coding	promoter	+	66891320	8680
chr15	72600000	72750000	-0.1212836333333333	ENSMUSG00000088364.2	Gm28020	snRNA	promoter	-	72721387	28613
chr15	72600000	72750000	-0.1212836333333333	ENSMUSG00000116314.1	Gm49459	processed_pseudogene	promoter	+	72725404	24596
chr15	73500000	73650000	-0.1199449	ENSMUSG00000115885.1	Gm19811	processed_pseudogene	promoter	-	73497297	2703
chr15	73500000	73650000	-0.1199449	ENSMUSG00000036661.14	Dennd3	protein_coding	promoter	+	73512560	12560
chr15	73500000	73650000	-0.1199449	ENSMUSG00000079020.9	Slc45a4	protein_coding	promoter	-	73645762	4238
chr15	73500000	73650000	-0.1199449	ENSMUSG00000099958.1	1700010B13Rik	processed_transcript	promoter	+	73645852	4148
chr15	73650000	73800000	-0.1641894333333333	ENSMUSG00000079020.9	Slc45a4	protein_coding	promoter	-	73645762	4238
chr15	73650000	73800000	-0.1641894333333333	ENSMUSG00000045281.5	Gpr20	protein_coding	promoter	-	73707505	57505
chr15	73650000	73800000	-0.1641894333333333	ENSMUSG00000059895.13	Ptp4a3	protein_coding	promoter	+	73723145	73145
chr15	73650000	73800000	-0.1641894333333333	ENSMUSG00000084493.1	Gm22106	snRNA	promoter	+	73729164	70836
chr15	73800000	73950000	-0.1517057	ENSMUSG00000072487.11	Mroh5	protein_coding	promoter	-	73839699	39699
chr15	73800000	73950000	-0.1517057	ENSMUSG00000083380.1	Ndufb4c	processed_pseudogene	promoter	-	73809896	9896
chr15	73800000	73950000	-0.1517057	ENSMUSG00000086361.1	Gm6569	protein_coding	promoter	+	73834561	34561
chr15	73950000	74100000	-0.14682415	ENSMUSG00000116256.1	Gm32405	lincRNA	promoter	-	74000913	50913
chr15	73950000	74100000	-0.14682415	ENSMUSG00000075609.3	Gm7935	processed_pseudogene	promoter	-	74081511	18489
chr15	73950000	74100000	-0.14682415	ENSMUSG00000082585.3	Gm15387	processed_pseudogene	promoter	-	74094333	5667
chr15	74400000	74550000	-0.1520851333333333	ENSMUSG00000118581.1	AC119183.1	unitary_pseudogene	promoter	-	74440444	40444
chr15	74400000	74550000	-0.1520851333333333	ENSMUSG00000034730.17	Adgrb1	protein_coding	promoter	+	74516195	33805
chr15	74550000	74700000	-0.1330691333333333	ENSMUSG00000093340.1	Gm26117	miRNA	promoter	+	74563821	13821
chr15	74550000	74700000	-0.1330691333333333	ENSMUSG00000022603.9	Mroh4	protein_coding	promoter	-	74636353	63647
chr15	74550000	74700000	-0.1330691333333333	ENSMUSG00000022602.14	Arc	protein_coding	promoter	-	74672570	27430
chr15	75600000	75750000	-0.1443410333333333	ENSMUSG00000047003.15	Zfp41	protein_coding	promoter	+	75616679	16679
chr15	75600000	75750000	-0.1443410333333333	ENSMUSG00000115969.1	Gm46519	lincRNA	promoter	-	75635910	35910
chr15	75600000	75750000	-0.1443410333333333	ENSMUSG00000099034.7	2810039B14Rik	transcribed_unitary_pseudogene	promoter	+	75642129	42129
chr15	75600000	75750000	-0.1443410333333333	ENSMUSG00000000934.9	Top1mt	protein_coding	promoter	-	75678800	71200
chr15	75600000	75750000	-0.1443410333333333	ENSMUSG00000085523.1	Gm15945	antisense	promoter	+	75661407	61407
chr15	75600000	75750000	-0.1443410333333333	ENSMUSG00000022580.13	Rhpn1	protein_coding	promoter	+	75704280	45720
chr15	75600000	75750000	-0.1443410333333333	ENSMUSG00000047591.5	Mafa	protein_coding	promoter	-	75748228	1772
chr15	75750000	75900000	-0.1238199666666666	ENSMUSG00000047591.5	Mafa	protein_coding	promoter	-	75748228	1772
chr15	75750000	75900000	-0.1238199666666666	ENSMUSG00000075600.3	Zc3h3	protein_coding	promoter	-	75841915	58085
chr15	75750000	75900000	-0.1238199666666666	ENSMUSG00000077416.1	Gm23747	snoRNA	promoter	+	75759859	9859
chr15	75750000	75900000	-0.1238199666666666	ENSMUSG00000098203.1	Gm9568	processed_pseudogene	promoter	-	75856228	43772
chr15	75750000	75900000	-0.1238199666666666	ENSMUSG00000022575.5	Gsdmd	protein_coding	promoter	+	75862327	37673
chr15	75750000	75900000	-0.1238199666666666	ENSMUSG00000098678.1	Mroh6	protein_coding	promoter	-	75888770	11230
chr15	75750000	75900000	-0.1238199666666666	ENSMUSG00000022574.7	Naprt	protein_coding	promoter	-	75894481	5519
chr15	76050000	76200000	-0.1017526666666666	ENSMUSG00000022568.17	Scrib	protein_coding	promoter	-	76069784	19784
chr15	76050000	76200000	-0.1017526666666666	ENSMUSG00000098451.1	Mir6952	miRNA	promoter	-	76064888	14888
chr15	76050000	76200000	-0.1017526666666666	ENSMUSG00000002524.17	Puf60	protein_coding	promoter	-	76080924	30924
chr15	76050000	76200000	-0.1017526666666666	ENSMUSG00000115332.1	Gm48952	lincRNA	promoter	+	76083764	33764
chr15	76050000	76200000	-0.1017526666666666	ENSMUSG00000075590.4	Nrbp2	protein_coding	promoter	-	76091627	41627
chr15	76050000	76200000	-0.1017526666666666	ENSMUSG00000116288.1	Gm41349	lincRNA	promoter	+	76095575	45575
chr15	76050000	76200000	-0.1017526666666666	ENSMUSG00000115388.2	Eppk1	protein_coding	promoter	-	76120195	70195
chr15	76050000	76200000	-0.1017526666666666	ENSMUSG00000044361.16	BC024139	protein_coding	promoter	-	76126596	73404
chr15	76050000	76200000	-0.1017526666666666	ENSMUSG00000116475.1	Gm19945	processed_pseudogene	promoter	+	76150368	49632
chr15	76200000	76350000	-0.1071953333333333	ENSMUSG00000022565.15	Plec	protein_coding	promoter	-	76232574	32574
chr15	76200000	76350000	-0.1071953333333333	ENSMUSG00000088128.1	Gm25720	snRNA	promoter	-	76214205	14205
chr15	76200000	76350000	-0.1071953333333333	ENSMUSG00000087899.1	Mir1942	miRNA	promoter	-	76215673	15673
chr15	76200000	76350000	-0.1071953333333333	ENSMUSG00000063268.12	Parp10	protein_coding	promoter	-	76243441	43441
chr15	76200000	76350000	-0.1071953333333333	ENSMUSG00000022564.7	Grina	protein_coding	promoter	+	76246764	46764
chr15	76200000	76350000	-0.1071953333333333	ENSMUSG00000098625.1	Mir6953	miRNA	promoter	+	76248191	48191
chr15	76200000	76350000	-0.1071953333333333	ENSMUSG00000115946.2	Mirt2	antisense	promoter	-	76269839	69839
chr15	76200000	76350000	-0.1071953333333333	ENSMUSG00000092920.1	Mirt2	misc_RNA	promoter	-	76267419	67419
chr15	76200000	76350000	-0.1071953333333333	ENSMUSG00000049653.5	Spatc1	protein_coding	promoter	+	76268089	68089
chr15	76200000	76350000	-0.1071953333333333	ENSMUSG00000093169.1	Mir3079	miRNA	promoter	-	76290968	59032
chr15	76200000	76350000	-0.1071953333333333	ENSMUSG00000071724.5	Smpd5	protein_coding	promoter	+	76294348	55652
chr15	76200000	76350000	-0.1071953333333333	ENSMUSG00000022562.15	Oplah	protein_coding	promoter	-	76328015	21985
chr15	76200000	76350000	-0.1071953333333333	ENSMUSG00000034259.8	Exosc4	protein_coding	promoter	+	76327397	22603
chr15	76200000	76350000	-0.1071953333333333	ENSMUSG00000022561.13	Gpaa1	protein_coding	promoter	+	76331231	18769
chr15	76200000	76350000	-0.1071953333333333	ENSMUSG00000063875.6	Rps6-ps1	processed_pseudogene	promoter	+	76337616	12384
chr15	76200000	76350000	-0.1071953333333333	ENSMUSG00000022551.8	Cyc1	protein_coding	promoter	+	76343523	6477
chr15	76200000	76350000	-0.1071953333333333	ENSMUSG00000022553.16	Maf1	protein_coding	promoter	+	76351294	1294
chr15	76200000	76350000	-0.1071953333333333	ENSMUSG00000109179.2	Gm35339	protein_coding	promoter	+	76354432	4432
chr15	76350000	76500000	-0.106433	ENSMUSG00000022552.16	Sharpin	protein_coding	promoter	-	76351111	1111
chr15	76350000	76500000	-0.106433	ENSMUSG00000022553.16	Maf1	protein_coding	promoter	+	76351294	1294
chr15	76350000	76500000	-0.106433	ENSMUSG00000109179.2	Gm35339	protein_coding	promoter	+	76354432	4432
chr15	76350000	76500000	-0.106433	ENSMUSG00000022554.7	Hgh1	protein_coding	promoter	+	76368898	18898
chr15	76350000	76500000	-0.106433	ENSMUSG00000060794.8	Tssk5	protein_coding	promoter	-	76374938	24938
chr15	76350000	76500000	-0.106433	ENSMUSG00000022558.16	Mroh1	protein_coding	promoter	+	76380261	30261
chr15	76350000	76500000	-0.106433	ENSMUSG00000099260.1	Mir6954	miRNA	promoter	+	76433214	66786
chr15	76350000	76500000	-0.106433	ENSMUSG00000022557.11	Bop1	protein_coding	promoter	-	76477277	22723
chr15	76350000	76500000	-0.106433	ENSMUSG00000034161.8	Scx	protein_coding	promoter	+	76457452	42548
chr15	76350000	76500000	-0.106433	ENSMUSG00000022556.11	Hsf1	protein_coding	promoter	+	76477422	22578
chr15	76950000	77100000	-0.1019849999999999	ENSMUSG00000116339.1	Gm35933	lincRNA	promoter	+	76988024	38024
chr15	76950000	77100000	-0.1019849999999999	ENSMUSG00000116272.1	Gm49540	antisense	promoter	+	77014093	64093
chr15	76950000	77100000	-0.1019849999999999	ENSMUSG00000018893.15	Mb	protein_coding	promoter	-	77050670	49330
chr15	76950000	77100000	-0.1019849999999999	ENSMUSG00000033576.12	Apol6	protein_coding	promoter	+	77044729	55271
chr15	76950000	77100000	-0.1019849999999999	ENSMUSG00000095245.1	Gm24753	snRNA	promoter	+	77067791	32209
chr15	76950000	77100000	-0.1019849999999999	ENSMUSG00000097267.2	1700109K24Rik	antisense	promoter	+	77084398	15602
chr15	77700000	77850000	-0.1319226666666666	ENSMUSG00000115926.1	Gm8233	processed_pseudogene	promoter	+	77701124	1124
chr15	77700000	77850000	-0.1319226666666666	ENSMUSG00000116438.1	Gm18911	processed_pseudogene	promoter	+	77701997	1997
chr15	77700000	77850000	-0.1319226666666666	ENSMUSG00000116162.1	Gm36329	antisense	promoter	-	77722849	22849
chr15	77700000	77850000	-0.1319226666666666	ENSMUSG00000068246.6	Apol9b	protein_coding	promoter	+	77729039	29039
chr15	77700000	77850000	-0.1319226666666666	ENSMUSG00000115979.1	Gm49410	TEC	promoter	+	77740761	40761
chr15	77700000	77850000	-0.1319226666666666	ENSMUSG00000056656.6	Apol8	protein_coding	promoter	-	77757003	57003
chr15	77700000	77850000	-0.1319226666666666	ENSMUSG00000022443.17	Myh9	protein_coding	promoter	-	77842175	7825
chr15	77700000	77850000	-0.1319226666666666	ENSMUSG00000084497.1	Gm22107	snRNA	promoter	-	77840756	9244
chr15	78000000	78150000	-0.1408242666666667	ENSMUSG00000019146.2	Cacng2	protein_coding	promoter	-	78120028	29972
chr15	78000000	78150000	-0.1408242666666667	ENSMUSG00000092375.1	A730060N03Rik	antisense	promoter	+	78119706	30294
chr15	78150000	78300000	-0.1156172666666666	ENSMUSG00000016637.7	Ift27	protein_coding	promoter	-	78174107	24107
chr15	78150000	78300000	-0.1156172666666666	ENSMUSG00000116697.1	Gm49694	lincRNA	promoter	+	78174461	24461
chr15	78150000	78300000	-0.1156172666666666	ENSMUSG00000005716.16	Pvalb	protein_coding	promoter	-	78206400	56400
chr15	78150000	78300000	-0.1156172666666666	ENSMUSG00000071715.12	Ncf4	protein_coding	promoter	+	78244801	55199
chr15	78150000	78300000	-0.1156172666666666	ENSMUSG00000098996.1	Mir7676-1	miRNA	promoter	-	78284849	15151
chr15	78300000	78450000	-0.1233971333333333	ENSMUSG00000071714.7	Csf2rb2	protein_coding	promoter	-	78305721	5721
chr15	78300000	78450000	-0.1233971333333333	ENSMUSG00000071713.6	Csf2rb	protein_coding	promoter	+	78325752	25752
chr15	78300000	78450000	-0.1233971333333333	ENSMUSG00000099059.1	Mir7676-2	miRNA	promoter	+	78348599	48599
chr15	78300000	78450000	-0.1233971333333333	ENSMUSG00000070235.1	Gm26329	misc_RNA	promoter	+	78369248	69248
chr15	78300000	78450000	-0.1233971333333333	ENSMUSG00000062154.14	Tex33	protein_coding	promoter	-	78395912	54088
chr15	78300000	78450000	-0.1233971333333333	ENSMUSG00000116445.2	Gm49481	bidirectional_promoter_lncRNA	promoter	+	78396001	53999
chr15	78300000	78450000	-0.1233971333333333	ENSMUSG00000044986.10	Tst	protein_coding	promoter	-	78405907	44093
chr15	78300000	78450000	-0.1233971333333333	ENSMUSG00000071711.12	Mpst	protein_coding	promoter	+	78406416	43584
chr15	78300000	78450000	-0.1233971333333333	ENSMUSG00000115854.1	Gm36644	lincRNA	promoter	-	78424193	25807
chr15	78300000	78450000	-0.1233971333333333	ENSMUSG00000033287.16	Kctd17	protein_coding	promoter	+	78428564	21436
chr15	78450000	78600000	-0.1754178333333333	ENSMUSG00000016942.6	Tmprss6	protein_coding	promoter	-	78468634	18634
chr15	78450000	78600000	-0.1754178333333333	ENSMUSG00000068227.9	Il2rb	protein_coding	promoter	-	78495271	45271
chr15	78450000	78600000	-0.1754178333333333	ENSMUSG00000022440.9	C1qtnf6	protein_coding	promoter	-	78531416	68584
chr15	78450000	78600000	-0.1754178333333333	ENSMUSG00000116307.1	Gm49490	antisense	promoter	+	78531109	68891
chr15	78450000	78600000	-0.1754178333333333	ENSMUSG00000044933.3	Sstr3	protein_coding	promoter	-	78544685	55315
chr15	78450000	78600000	-0.1754178333333333	ENSMUSG00000068226.3	Gm6723	processed_pseudogene	promoter	-	78554848	45152
chr15	78450000	78600000	-0.1754178333333333	ENSMUSG00000033220.7	Rac2	protein_coding	promoter	-	78572783	27217
chr15	78450000	78600000	-0.1754178333333333	ENSMUSG00000116097.1	Gm36738	lincRNA	promoter	-	78581616	18384
chr15	78450000	78600000	-0.1754178333333333	ENSMUSG00000018008.8	Cyth4	protein_coding	promoter	+	78597047	2953
chr15	78600000	78750000	-0.199669	ENSMUSG00000043460.7	Elfn2	protein_coding	promoter	-	78718771	31229
chr15	78600000	78750000	-0.199669	ENSMUSG00000116260.1	1700041B01Rik	antisense	promoter	+	78670785	70785
chr15	78750000	78900000	-0.1368386666666666	ENSMUSG00000018169.12	Mfng	protein_coding	promoter	-	78773475	23475
chr15	78750000	78900000	-0.1368386666666666	ENSMUSG00000033170.14	Card10	protein_coding	promoter	-	78803042	53042
chr15	78750000	78900000	-0.1368386666666666	ENSMUSG00000116499.1	Gm7318	processed_pseudogene	promoter	+	78820810	70810
chr15	78750000	78900000	-0.1368386666666666	ENSMUSG00000049521.2	Cdc42ep1	protein_coding	promoter	+	78842624	57376
chr15	78750000	78900000	-0.1368386666666666	ENSMUSG00000043501.5	Lgals2	protein_coding	promoter	-	78855529	44471
chr15	78750000	78900000	-0.1368386666666666	ENSMUSG00000097085.2	Gm26634	lincRNA	promoter	-	78868533	31467
chr15	78750000	78900000	-0.1368386666666666	ENSMUSG00000033128.9	Gga1	protein_coding	promoter	+	78877190	22810
chr15	78750000	78900000	-0.1368386666666666	ENSMUSG00000099267.1	Mir6955	miRNA	promoter	+	78891840	8160
chr15	78750000	78900000	-0.1368386666666666	ENSMUSG00000116069.1	Gm49510	protein_coding	promoter	+	78899667	333
chr15	78750000	78900000	-0.1368386666666666	ENSMUSG00000022436.16	Sh3bp1	protein_coding	promoter	+	78899768	232
chr15	78900000	79050000	-0.1157986666666666	ENSMUSG00000084864.1	1700027A07Rik	antisense	promoter	-	78913660	13660
chr15	78900000	79050000	-0.1157986666666666	ENSMUSG00000116165.1	Pdxp	protein_coding	promoter	+	78913919	13919
chr15	78900000	79050000	-0.1157986666666666	ENSMUSG00000068220.6	Lgals1	protein_coding	promoter	+	78926725	26725
chr15	78900000	79050000	-0.1157986666666666	ENSMUSG00000033099.10	Nol12	protein_coding	promoter	+	78934933	34933
chr15	78900000	79050000	-0.1157986666666666	ENSMUSG00000033088.19	Triobp	protein_coding	promoter	+	78947724	47724
chr15	78900000	79050000	-0.1157986666666666	ENSMUSG00000116505.1	Gm10865	antisense	promoter	-	79011041	38959
chr15	78900000	79050000	-0.1157986666666666	ENSMUSG00000099180.1	Mir6956	miRNA	promoter	+	79002223	47777
chr15	78900000	79050000	-0.1157986666666666	ENSMUSG00000115867.1	Gm17753	lincRNA	promoter	-	79025782	24218
chr15	78900000	79050000	-0.1157986666666666	ENSMUSG00000116262.1	Gm49544	antisense	promoter	-	79028612	21388
