chrom	start	end	ratio_change	gene_id	gene_name	gene_type	overlap_type	strand
chr4	142350000	142500000	-0.1031500666666666	ENSMUSG00000085816.1	Gm13052	lincRNA	promoter_downstream	-
chr4	151350000	151500000	-0.1010769	ENSMUSG00000014592.21	Camta1	protein_coding	gene_body	-
chr4	151350000	151500000	-0.1010769	ENSMUSG00000085593.1	4930589P08Rik	antisense	partial	+
chr4	152250000	152400000	-0.1019803333333333	ENSMUSG00000028937.14	Acot7	protein_coding	partial	+
chr4	152250000	152400000	-0.1019803333333333	ENSMUSG00000042804.13	Gpr153	protein_coding	partial	+
chr4	152250000	152400000	-0.1019803333333333	ENSMUSG00000028946.7	Hes3	protein_coding	partial	-
chr4	152250000	152400000	-0.1019803333333333	ENSMUSG00000039662.16	Icmt	protein_coding	partial	+
chr4	152250000	152400000	-0.1019803333333333	ENSMUSG00000058498.12	Rnf207	protein_coding	partial	-
chr4	152250000	152400000	-0.1019803333333333	ENSMUSG00000028936.15	Rpl22	protein_coding	partial	+
chr4	152250000	152400000	-0.1019803333333333	ENSMUSG00000005045.16	Chd5	protein_coding	partial	+
chr4	152250000	152400000	-0.1019803333333333	ENSMUSG00000085179.1	Gm13645	processed_transcript	partial	-
chr4	152250000	152400000	-0.1019803333333333	ENSMUSG00000028931.12	Kcnab2	protein_coding	partial	-
chr4	153150000	153300000	-0.1125806999999999	ENSMUSG00000085648.1	Gm13173	lincRNA	promoter_downstream	-
chr4	153150000	153300000	-0.1125806999999999	ENSMUSG00000087454.1	Gm13174	lincRNA	partial	+
chr4	153300000	153450000	-0.1402259666666666	ENSMUSG00000039546.9	Ajap1	protein_coding	partial	-
chr4	154200000	154350000	-0.112084	ENSMUSG00000057751.14	Megf6	protein_coding	partial	+
chr4	154200000	154350000	-0.112084	ENSMUSG00000081276.1	Gm13132	processed_pseudogene	partial	+
chr4	154200000	154350000	-0.112084	ENSMUSG00000029032.12	Arhgef16	protein_coding	partial	-
chr4	154200000	154350000	-0.112084	ENSMUSG00000039410.16	Prdm16	protein_coding	partial	-
chr4	154200000	154350000	-0.112084	ENSMUSG00000097871.1	B230104I21Rik	lincRNA	partial	+
chr4	154950000	155100000	-0.101527	ENSMUSG00000092483.1	Gm20421	processed_transcript	partial	-
chr4	154950000	155100000	-0.101527	ENSMUSG00000048001.7	Hes5	protein_coding	partial	+
chr4	154950000	155100000	-0.101527	ENSMUSG00000029056.13	Pank4	protein_coding	partial	+
chr4	154950000	155100000	-0.101527	ENSMUSG00000029055.17	Plch2	protein_coding	partial	-
chr4	154950000	155100000	-0.101527	ENSMUSG00000073686.2	Gm10564	antisense	partial	+
chr4	154950000	155100000	-0.101527	ENSMUSG00000029047.13	Pex10	protein_coding	partial	+
chr4	154950000	155100000	-0.101527	ENSMUSG00000029048.3	Rer1	protein_coding	partial	-
chr4	154950000	155100000	-0.101527	ENSMUSG00000029049.14	Morn1	protein_coding	partial	+
chr5	36900000	37050000	-0.1026129999999999	ENSMUSG00000029120.10	Ppp2r2c	protein_coding	partial	+
chr5	36900000	37050000	-0.1026129999999999	ENSMUSG00000106934.1	Gm42506	TEC	partial	+
chr5	36900000	37050000	-0.1026129999999999	ENSMUSG00000039474.13	Wfs1	protein_coding	partial	-
chr5	36900000	37050000	-0.1026129999999999	ENSMUSG00000063646.18	Jakmip1	protein_coding	partial	+
chr5	36900000	37050000	-0.1026129999999999	ENSMUSG00000097686.1	Gm26647	antisense	partial	-
chr5	111900000	112050000	-0.1012480333333333	ENSMUSG00000106060.1	Gm42488	lincRNA	partial	-
chr5	116250000	116400000	-0.1113584666666666	ENSMUSG00000043913.14	Ccdc60	protein_coding	partial	-
chr5	116250000	116400000	-0.1113584666666666	ENSMUSG00000086122.1	Gm14507	antisense	partial	+
chr5	116250000	116400000	-0.1113584666666666	ENSMUSG00000086055.1	Gm13837	antisense	partial	+
chr5	116250000	116400000	-0.1113584666666666	ENSMUSG00000087124.1	Gm13839	lincRNA	partial	+
chr5	116250000	116400000	-0.1113584666666666	ENSMUSG00000084921.1	Gm13838	lincRNA	partial	-
chr5	116250000	116400000	-0.1113584666666666	ENSMUSG00000086715.1	B230112J18Rik	lincRNA	partial	+
chr5	116250000	116400000	-0.1113584666666666	ENSMUSG00000106766.1	4933424N20Rik	TEC	partial	-
chr5	116250000	116400000	-0.1113584666666666	ENSMUSG00000086945.1	4930562A09Rik	lincRNA	partial	-
chr5	116700000	116850000	-0.1072853999999999	ENSMUSG00000106909.1	Gm43122	lincRNA	partial	-
chr5	116700000	116850000	-0.1072853999999999	ENSMUSG00000107237.1	Gm29926	lincRNA	partial	+
chr5	116700000	116850000	-0.1072853999999999	ENSMUSG00000041512.3	4930569F06Rik	TEC	partial	+
chr5	117750000	117900000	-0.1194074333333333	ENSMUSG00000061578.8	Ksr2	protein_coding	partial	+
chr5	117750000	117900000	-0.1194074333333333	ENSMUSG00000029361.18	Nos1	protein_coding	partial	+
chr5	117750000	117900000	-0.1194074333333333	ENSMUSG00000104071.1	Gm37028	TEC	partial	+
chr5	117900000	118050000	-0.1007729333333333	ENSMUSG00000029361.18	Nos1	protein_coding	partial	+
chr5	117900000	118050000	-0.1007729333333333	ENSMUSG00000098072.1	Gm26995	antisense	partial	-
chr5	117900000	118050000	-0.1007729333333333	ENSMUSG00000088085.1	Gm25343	snRNA	partial	-
chr5	117900000	118050000	-0.1007729333333333	ENSMUSG00000032898.9	Fbxo21	protein_coding	partial	+
chr5	117900000	118050000	-0.1007729333333333	ENSMUSG00000107058.1	Gm42545	TEC	partial	-
chr5	117900000	118050000	-0.1007729333333333	ENSMUSG00000029359.13	Tesc	protein_coding	partial	+
chr5	118800000	118950000	-0.1011726699999999	ENSMUSG00000106708.1	Gm43782	lincRNA	partial	-
chr5	118800000	118950000	-0.1011726699999999	ENSMUSG00000106745.1	Gm43342	lincRNA	partial	+
chr5	118800000	118950000	-0.1011726699999999	ENSMUSG00000107144.1	4930413E15Rik	lincRNA	promoter_upstream	+
chr5	119100000	119250000	-0.1036237666666666	ENSMUSG00000100573.1	1700081H04Rik	lincRNA	partial	+
chr5	119100000	119250000	-0.1036237666666666	ENSMUSG00000107334.1	Gm7538	lincRNA	partial	-
chr5	127200000	127350000	-0.1034430999999999	ENSMUSG00000104778.1	Gm43476	lincRNA	partial	-
chr5	127200000	127350000	-0.1034430999999999	ENSMUSG00000034324.16	Tmem132c	protein_coding	partial	+
chr5	127200000	127350000	-0.1034430999999999	ENSMUSG00000087104.7	Tmem132cos	antisense	partial	-
chr5	127200000	127350000	-0.1034430999999999	ENSMUSG00000104971.1	9430087B13Rik	TEC	partial	+
chr5	127350000	127500000	-0.1029763899999999	ENSMUSG00000034324.16	Tmem132c	protein_coding	gene_body	+
chr5	128850000	129000000	-0.1082800666666666	ENSMUSG00000029420.14	Rimbp2	protein_coding	partial	-
chr5	128850000	129000000	-0.1082800666666666	ENSMUSG00000029428.13	Stx2	protein_coding	partial	-
chr5	134700000	134850000	-0.100905	ENSMUSG00000029675.12	Eln	protein_coding	partial	-
chr5	134700000	134850000	-0.100905	ENSMUSG00000107318.1	Gm30003	antisense	partial	+
chr5	137400000	137550000	-0.1132132666666666	ENSMUSG00000079173.11	Zan	protein_coding	partial	-
chr5	137400000	137550000	-0.1132132666666666	ENSMUSG00000106476.1	Rpl36-ps9	processed_pseudogene	partial	+
chr5	137400000	137550000	-0.1132132666666666	ENSMUSG00000029711.13	Epo	protein_coding	partial	-
chr5	137400000	137550000	-0.1132132666666666	ENSMUSG00000029715.5	Pop7	protein_coding	partial	-
chr5	137400000	137550000	-0.1132132666666666	ENSMUSG00000105851.1	9130604C24Rik	lincRNA	partial	+
chr5	137400000	137550000	-0.1132132666666666	ENSMUSG00000106237.1	Gm8066	lincRNA	partial	+
chr5	137400000	137550000	-0.1132132666666666	ENSMUSG00000029714.11	Gigyf1	protein_coding	partial	+
chr5	137400000	137550000	-0.1132132666666666	ENSMUSG00000029713.15	Gnb2	protein_coding	partial	-
chr5	137400000	137550000	-0.1132132666666666	ENSMUSG00000098597.1	Mir6418	miRNA	partial	-
chr5	137400000	137550000	-0.1132132666666666	ENSMUSG00000090873.1	Gm17112	antisense	partial	+
chr5	137400000	137550000	-0.1132132666666666	ENSMUSG00000029712.14	Actl6b	protein_coding	promoter_upstream	+
chr6	90450000	90600000	-0.1028886333333333	ENSMUSG00000107605.1	Gm44117	lincRNA	partial	-
chr6	90450000	90600000	-0.1028886333333333	ENSMUSG00000030087.11	Klf15	protein_coding	partial	+
chr6	90450000	90600000	-0.1028886333333333	ENSMUSG00000107451.1	Gm44421	lincRNA	partial	+
chr6	90450000	90600000	-0.1028886333333333	ENSMUSG00000108111.1	Gm45901	lincRNA	partial	+
chr6	90450000	90600000	-0.1028886333333333	ENSMUSG00000030088.15	Aldh1l1	protein_coding	partial	+
chr6	90450000	90600000	-0.1028886333333333	ENSMUSG00000108271.1	Gm44236	TEC	partial	+
chr6	90450000	90600000	-0.1028886333333333	ENSMUSG00000089781.2	Gm15756	antisense	partial	-
chr6	90450000	90600000	-0.1028886333333333	ENSMUSG00000030089.15	Slc41a3	protein_coding	promoter_upstream	+
chr7	16800000	16950000	-0.1032342333333333	ENSMUSG00000001918.17	Slc1a5	protein_coding	promoter_downstream	+
chr7	16800000	16950000	-0.1032342333333333	ENSMUSG00000048920.8	Fkrp	protein_coding	partial	-
chr7	16800000	16950000	-0.1032342333333333	ENSMUSG00000030374.15	Strn4	protein_coding	partial	+
chr7	16800000	16950000	-0.1032342333333333	ENSMUSG00000041187.16	Prkd2	protein_coding	partial	+
chr7	16800000	16950000	-0.1032342333333333	ENSMUSG00000097842.2	9330104G04Rik	lincRNA	partial	-
chr7	16800000	16950000	-0.1032342333333333	ENSMUSG00000078794.4	Dact3	protein_coding	partial	+
chr7	16800000	16950000	-0.1032342333333333	ENSMUSG00000108671.1	2700080J24Rik	TEC	partial	-
chr7	16800000	16950000	-0.1032342333333333	ENSMUSG00000063594.5	Gng8	protein_coding	partial	+
chr7	16800000	16950000	-0.1032342333333333	ENSMUSG00000043017.9	Ptgir	protein_coding	partial	+
chr7	16800000	16950000	-0.1032342333333333	ENSMUSG00000019370.10	Calm3	protein_coding	partial	-
chr7	16800000	16950000	-0.1032342333333333	ENSMUSG00000070802.5	Pnmal2	protein_coding	partial	+
chr7	16800000	16950000	-0.1032342333333333	ENSMUSG00000064689.1	Gm25815	snRNA	promoter_upstream	-
chr7	25200000	25350000	-0.1044813333333333	ENSMUSG00000054499.9	Dedd2	protein_coding	partial	-
chr7	25200000	25350000	-0.1044813333333333	ENSMUSG00000098325.1	Mir7048	miRNA	partial	-
chr7	25200000	25350000	-0.1044813333333333	ENSMUSG00000108523.1	4933430L12Rik	antisense	partial	+
chr7	25200000	25350000	-0.1044813333333333	ENSMUSG00000046541.9	Zfp526	protein_coding	partial	+
chr7	25200000	25350000	-0.1044813333333333	ENSMUSG00000057177.12	Gsk3a	protein_coding	partial	-
chr7	25200000	25350000	-0.1044813333333333	ENSMUSG00000090330.2	9130221H12Rik	antisense	partial	+
chr7	25200000	25350000	-0.1044813333333333	ENSMUSG00000040857.15	Erf	protein_coding	partial	-
chr7	25200000	25350000	-0.1044813333333333	ENSMUSG00000005442.13	Cic	protein_coding	partial	+
chr7	25200000	25350000	-0.1044813333333333	ENSMUSG00000005447.12	Pafah1b3	protein_coding	partial	-
chr7	25200000	25350000	-0.1044813333333333	ENSMUSG00000058741.4	Prr19	protein_coding	partial	+
chr7	25200000	25350000	-0.1044813333333333	ENSMUSG00000043843.17	Tmem145	protein_coding	partial	+
chr7	25200000	25350000	-0.1044813333333333	ENSMUSG00000045039.9	Megf8	protein_coding	partial	+
chr7	25650000	25800000	-0.1059716666666666	ENSMUSG00000060376.7	Bckdha	protein_coding	partial	-
chr7	25650000	25800000	-0.1059716666666666	ENSMUSG00000061286.7	Exosc5	protein_coding	partial	+
chr7	25650000	25800000	-0.1059716666666666	ENSMUSG00000061702.10	Tmem91	protein_coding	partial	-
chr7	25650000	25800000	-0.1059716666666666	ENSMUSG00000063439.7	B9d2	protein_coding	partial	+
chr7	25650000	25800000	-0.1059716666666666	ENSMUSG00000002603.15	Tgfb1	protein_coding	partial	+
chr7	25650000	25800000	-0.1059716666666666	ENSMUSG00000002608.8	Ccdc97	protein_coding	partial	-
chr7	25650000	25800000	-0.1059716666666666	ENSMUSG00000040725.13	Hnrnpul1	protein_coding	partial	-
chr7	25650000	25800000	-0.1059716666666666	ENSMUSG00000002602.16	Axl	protein_coding	partial	-
chr7	25650000	25800000	-0.1059716666666666	ENSMUSG00000108767.1	Gm29763	processed_pseudogene	partial	-
chr7	25650000	25800000	-0.1059716666666666	ENSMUSG00000040703.11	Cyp2s1	protein_coding	promoter_upstream	-
chr7	27150000	27300000	-0.1041573333333333	ENSMUSG00000108306.1	Gm44640	processed_pseudogene	promoter_downstream	-
chr7	27150000	27300000	-0.1041573333333333	ENSMUSG00000078787.9	Cyp2t4	protein_coding	partial	+
chr7	27150000	27300000	-0.1041573333333333	ENSMUSG00000058709.11	Egln2	protein_coding	partial	-
chr7	27150000	27300000	-0.1041573333333333	ENSMUSG00000053291.15	Rab4b	protein_coding	partial	-
chr7	27150000	27300000	-0.1041573333333333	ENSMUSG00000095538.1	Gm21983	protein_coding	partial	-
chr7	27150000	27300000	-0.1041573333333333	ENSMUSG00000093348.1	Mir3101	miRNA	partial	-
chr7	27150000	27300000	-0.1041573333333333	ENSMUSG00000089661.9	Mia	protein_coding	partial	-
chr7	27150000	27300000	-0.1041573333333333	ENSMUSG00000061479.15	Snrpa	protein_coding	partial	-
chr7	27150000	27300000	-0.1041573333333333	ENSMUSG00000078786.9	BC024978	protein_coding	partial	+
chr7	27150000	27300000	-0.1041573333333333	ENSMUSG00000080533.1	Mir1191	miRNA	partial	+
chr7	27150000	27300000	-0.1041573333333333	ENSMUSG00000003752.9	Itpkc	protein_coding	partial	-
chr7	27150000	27300000	-0.1041573333333333	ENSMUSG00000003762.13	Coq8b	protein_coding	partial	+
chr7	27150000	27300000	-0.1041573333333333	ENSMUSG00000084974.1	Gm15567	antisense	partial	-
chr7	27150000	27300000	-0.1041573333333333	ENSMUSG00000108378.1	Gm44641	processed_transcript	partial	+
chr7	27150000	27300000	-0.1041573333333333	ENSMUSG00000063160.12	Numbl	protein_coding	partial	+
chr7	27150000	27300000	-0.1041573333333333	ENSMUSG00000083622.1	Gm15570	processed_pseudogene	partial	-
chr7	28500000	28650000	-0.1111299333333332	ENSMUSG00000109336.1	Samd4b	protein_coding	partial	-
chr7	28500000	28650000	-0.1111299333333332	ENSMUSG00000099417.1	1700028B04Rik	transcribed_processed_pseudogene	promoter_downstream	+
chr7	28500000	28650000	-0.1111299333333332	ENSMUSG00000059128.3	Ifnl2	protein_coding	partial	-
chr7	28500000	28650000	-0.1111299333333332	ENSMUSG00000118574.1	AC136456.1	unprocessed_pseudogene	partial	+
chr7	28500000	28650000	-0.1111299333333332	ENSMUSG00000060747.3	Ifnl3	protein_coding	partial	+
chr7	28500000	28650000	-0.1111299333333332	ENSMUSG00000108925.1	Gm19880	processed_pseudogene	partial	+
chr7	28500000	28650000	-0.1111299333333332	ENSMUSG00000084174.3	Sycn	protein_coding	partial	+
chr7	28500000	28650000	-0.1111299333333332	ENSMUSG00000047586.4	Nccrp1	protein_coding	partial	-
chr7	28500000	28650000	-0.1111299333333332	ENSMUSG00000030602.13	Pak4	protein_coding	partial	-
chr7	28500000	28650000	-0.1111299333333332	ENSMUSG00000098558.1	Mir7049	miRNA	partial	-
chr7	28500000	28650000	-0.1111299333333332	ENSMUSG00000037469.11	Acp7	protein_coding	partial	-
chr7	28500000	28650000	-0.1111299333333332	ENSMUSG00000108905.1	Gm44618	lincRNA	partial	+
chr7	28500000	28650000	-0.1111299333333332	ENSMUSG00000108865.1	Gm44617	processed_transcript	partial	+
chr7	30750000	30900000	-0.1097784333333333	ENSMUSG00000097320.8	Tmem147os	antisense	promoter_downstream	+
chr7	30750000	30900000	-0.1097784333333333	ENSMUSG00000109224.1	Tmem147os	processed_transcript	partial	+
chr7	30750000	30900000	-0.1097784333333333	ENSMUSG00000098146.1	Gm26935	antisense	promoter_downstream	+
chr7	30750000	30900000	-0.1097784333333333	ENSMUSG00000046056.15	Sbsn	protein_coding	partial	+
chr7	30750000	30900000	-0.1097784333333333	ENSMUSG00000060962.12	Dmkn	protein_coding	partial	+
chr7	30750000	30900000	-0.1097784333333333	ENSMUSG00000074199.7	Krtdap	protein_coding	partial	+
chr7	30750000	30900000	-0.1097784333333333	ENSMUSG00000051314.11	Ffar2	protein_coding	partial	-
chr7	30750000	30900000	-0.1097784333333333	ENSMUSG00000019429.7	Ffar3	protein_coding	partial	-
chr7	30750000	30900000	-0.1097784333333333	ENSMUSG00000044453.5	Ffar1	protein_coding	partial	-
chr7	30750000	30900000	-0.1097784333333333	ENSMUSG00000030577.14	Cd22	protein_coding	partial	-
chr7	30750000	30900000	-0.1097784333333333	ENSMUSG00000101029.1	Gm29439	antisense	partial	+
chr7	30750000	30900000	-0.1097784333333333	ENSMUSG00000100029.1	D7Ertd128e	lincRNA	partial	+
chr7	30750000	30900000	-0.1097784333333333	ENSMUSG00000036634.15	Mag	protein_coding	partial	-
chr7	38100000	38250000	-0.1057469333333333	ENSMUSG00000002068.16	Ccne1	protein_coding	partial	-
chr7	38100000	38250000	-0.1057469333333333	ENSMUSG00000089230.1	Gm22203	snRNA	partial	-
chr7	38100000	38250000	-0.1057469333333333	ENSMUSG00000108332.1	D530033B14Rik	antisense	partial	-
chr7	38100000	38250000	-0.1057469333333333	ENSMUSG00000054676.15	1600014C10Rik	protein_coding	partial	+
chr7	38100000	38250000	-0.1057469333333333	ENSMUSG00000074170.5	Plekhf1	protein_coding	partial	-
chr8	11400000	11550000	-0.1003513333333333	ENSMUSG00000031503.13	Col4a2	protein_coding	partial	+
chr8	11400000	11550000	-0.1003513333333333	ENSMUSG00000084783.1	Gm15419	antisense	partial	-
chr8	11400000	11550000	-0.1003513333333333	ENSMUSG00000031504.6	Rab20	protein_coding	partial	-
chr8	11400000	11550000	-0.1003513333333333	ENSMUSG00000110245.1	Gm20100	TEC	partial	-
chr8	11400000	11550000	-0.1003513333333333	ENSMUSG00000096957.1	E230013L22Rik	bidirectional_promoter_lncRNA	partial	+
chr8	11400000	11550000	-0.1003513333333333	ENSMUSG00000031505.11	Naxd	protein_coding	partial	+
chr8	11400000	11550000	-0.1003513333333333	ENSMUSG00000056228.10	Cars2	protein_coding	partial	-
chr8	117300000	117450000	-0.1047803333333333	ENSMUSG00000034390.16	Cmip	protein_coding	gene_body	+
chr8	117300000	117450000	-0.1047803333333333	ENSMUSG00000099062.1	Mir7077	miRNA	promoter_upstream	+
chr8	119700000	119850000	-0.1035579999999999	ENSMUSG00000034112.9	Atp2c2	protein_coding	partial	+
chr8	119700000	119850000	-0.1035579999999999	ENSMUSG00000110445.1	Gm45747	TEC	partial	+
chr8	119700000	119850000	-0.1035579999999999	ENSMUSG00000034105.9	Meak7	protein_coding	partial	-
chr8	119700000	119850000	-0.1035579999999999	ENSMUSG00000031827.13	Cotl1	protein_coding	partial	-
chr8	120000000	120150000	-0.1061603333333333	ENSMUSG00000092329.1	Galnt2l	protein_coding	gene_body	+
chr8	120000000	120150000	-0.1061603333333333	ENSMUSG00000031825.16	Crispld2	protein_coding	partial	+
chr8	120000000	120150000	-0.1061603333333333	ENSMUSG00000089776.1	Gm15684	antisense	partial	-
chr8	120000000	120150000	-0.1061603333333333	ENSMUSG00000031823.14	Zdhhc7	protein_coding	partial	-
chr8	120000000	120150000	-0.1061603333333333	ENSMUSG00000089742.1	Gm15898	antisense	partial	+
chr8	120000000	120150000	-0.1061603333333333	ENSMUSG00000097944.1	A130014A01Rik	bidirectional_promoter_lncRNA	partial	+
chr8	120000000	120150000	-0.1061603333333333	ENSMUSG00000102665.1	Gm38379	TEC	partial	+
chr8	120000000	120150000	-0.1061603333333333	ENSMUSG00000031824.15	6430548M08Rik	protein_coding	partial	+
chr8	120450000	120600000	-0.1057789999999999	ENSMUSG00000092329.1	Galnt2l	protein_coding	gene_body	+
chr8	120450000	120600000	-0.1057789999999999	ENSMUSG00000031822.20	Gse1	protein_coding	partial	+
chr8	120450000	120600000	-0.1057789999999999	ENSMUSG00000097983.1	Gm26971	sense_intronic	partial	+
chr8	120450000	120600000	-0.1057789999999999	ENSMUSG00000102737.1	1700016A09Rik	TEC	partial	-
chr8	120450000	120600000	-0.1057789999999999	ENSMUSG00000098280.1	Mir7687	miRNA	partial	+
chr8	120450000	120600000	-0.1057789999999999	ENSMUSG00000031821.11	Gins2	protein_coding	partial	-
chr8	120450000	120600000	-0.1057789999999999	ENSMUSG00000097773.1	Gm10614	bidirectional_promoter_lncRNA	partial	+
chr8	120450000	120600000	-0.1057789999999999	ENSMUSG00000110601.1	Gm45834	processed_pseudogene	partial	-
chr8	120450000	120600000	-0.1057789999999999	ENSMUSG00000097702.1	Gm26739	lincRNA	partial	+
chr8	121650000	121800000	-0.1052926666666666	ENSMUSG00000092329.1	Galnt2l	protein_coding	gene_body	+
chr8	121650000	121800000	-0.1052926666666666	ENSMUSG00000061410.6	Zcchc14	protein_coding	partial	-
chr8	121650000	121800000	-0.1052926666666666	ENSMUSG00000098221.1	Gm27030	lincRNA	partial	+
chr8	121650000	121800000	-0.1052926666666666	ENSMUSG00000064642.1	Gm23299	snoRNA	partial	-
chr8	121650000	121800000	-0.1052926666666666	ENSMUSG00000110673.1	Gm45833	lincRNA	partial	-
chr8	121650000	121800000	-0.1052926666666666	ENSMUSG00000025318.13	Jph3	protein_coding	partial	+
chr8	121650000	121800000	-0.1052926666666666	ENSMUSG00000040263.16	Klhdc4	protein_coding	partial	-
chr8	122100000	122250000	-0.113847	ENSMUSG00000092329.1	Galnt2l	protein_coding	gene_body	+
chr9	21900000	22050000	-0.1068096666666666	ENSMUSG00000019066.13	Rab3d	protein_coding	partial	-
chr9	21900000	22050000	-0.1068096666666666	ENSMUSG00000040883.18	Tmem205	protein_coding	partial	-
chr9	21900000	22050000	-0.1068096666666666	ENSMUSG00000006241.16	Ccdc159	protein_coding	partial	+
chr9	21900000	22050000	-0.1068096666666666	ENSMUSG00000040563.13	Plppr2	protein_coding	partial	+
chr9	21900000	22050000	-0.1068096666666666	ENSMUSG00000051238.6	Swsap1	protein_coding	partial	+
chr9	21900000	22050000	-0.1068096666666666	ENSMUSG00000006235.6	Epor	protein_coding	partial	-
chr9	21900000	22050000	-0.1068096666666666	ENSMUSG00000040146.9	Rgl3	protein_coding	partial	-
chr9	21900000	22050000	-0.1068096666666666	ENSMUSG00000039632.13	Ccdc151	protein_coding	partial	-
chr9	21900000	22050000	-0.1068096666666666	ENSMUSG00000003402.14	Prkcsh	protein_coding	partial	+
chr9	21900000	22050000	-0.1068096666666666	ENSMUSG00000003410.8	Elavl3	protein_coding	partial	-
chr9	21900000	22050000	-0.1068096666666666	ENSMUSG00000111842.1	Gm49318	protein_coding	partial	-
chr9	61500000	61650000	-0.1039364666666666	ENSMUSG00000111381.1	Gm34424	transcribed_processed_pseudogene	partial	+
chr9	106350000	106500000	-0.1001416666666666	ENSMUSG00000023345.17	Poc1a	protein_coding	partial	+
chr9	106350000	106500000	-0.1001416666666666	ENSMUSG00000053716.9	Dusp7	protein_coding	partial	+
chr9	106350000	106500000	-0.1001416666666666	ENSMUSG00000048758.14	Rpl29	protein_coding	partial	+
chr9	106350000	106500000	-0.1001416666666666	ENSMUSG00000023262.13	Acy1	protein_coding	partial	-
chr9	106350000	106500000	-0.1001416666666666	ENSMUSG00000042210.17	Abhd14a	protein_coding	partial	-
chr9	106350000	106500000	-0.1001416666666666	ENSMUSG00000042073.15	Abhd14b	protein_coding	partial	+
chr9	106350000	106500000	-0.1001416666666666	ENSMUSG00000100039.1	Gm28959	antisense	partial	-
chr9	106350000	106500000	-0.1001416666666666	ENSMUSG00000023495.13	Pcbp4	protein_coding	partial	+
chr9	106350000	106500000	-0.1001416666666666	ENSMUSG00000091735.2	Gpr62	protein_coding	partial	-
chr9	106350000	106500000	-0.1001416666666666	ENSMUSG00000023249.15	Parp3	protein_coding	partial	-
chr9	106350000	106500000	-0.1001416666666666	ENSMUSG00000041506.15	Rrp9	protein_coding	partial	+
chr9	106350000	106500000	-0.1001416666666666	ENSMUSG00000066383.7	Iqcf1	protein_coding	partial	+
chr9	106350000	106500000	-0.1001416666666666	ENSMUSG00000118396.2	Iqcf2	protein_coding	promoter_upstream	-
