gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,diff,state,cell_type,chromosome
Afg3l2,chr18,67404764,67449172,-,67449172,67459172,4.140033641219139,5.201950704105695,1.0619170628865555,Mixed,Neu,chr18
Prelid3a,chr18,67464866,67479835,+,67454866,67464866,4.761288780546188,4.563120413446426,-0.198168367099762,Mixed,Neu,chr18
Spire1,chr18,67488209,67610790,-,67610790,67620790,3.6082900022268296,5.033873847047488,1.4255838448206584,Mixed,Neu,chr18
Psmg2,chr18,67641599,67654162,+,67631599,67641599,3.2480545925855635,4.545633277106285,1.2975786845207216,Mixed,Neu,chr18
Ptpn2,chr18,67665511,67724595,-,67724595,67734595,5.047837014079094,4.868687829931577,-0.1791491841475165,Mixed,Neu,chr18
Seh1l,chr18,67774876,67795487,+,67764876,67774876,3.982177197313309,5.156468284511566,1.1742910871982573,Mixed,Neu,chr18
Cep192,chr18,67800107,67885170,+,67790107,67800107,3.8264246921062472,4.802239695088068,0.9758150029818208,Mixed,Neu,chr18
Ldlrad4,chr18,67933257,68268630,+,67923257,67933257,4.033922467827797,4.233894613409043,0.1999721455812455,Mixed,Neu,chr18
Fam210a,chr18,68260187,68300333,-,68300333,68310333,4.080371320426464,5.317131552497546,1.2367602320710829,Mixed,Neu,chr18
Tcf4,chr18,69343356,69689079,+,69333356,69343356,3.6944346163272863,4.725236945819854,1.030802329492568,Mixed,Neu,chr18
Rab27b,chr18,69979131,70141605,-,70141605,70151605,4.628375280976296,3.565695753932,-1.0626795270442964,Mixed,Neu,chr18
4930503L19Rik,chr18,70452212,70472509,-,70472509,70482509,3.102489003252983,4.533022470911344,1.4305334676583603,Mixed,Neu,chr18
Stard6,chr18,70472454,70501066,+,70462454,70472454,3.060775844693184,5.354326940655708,2.293551095962524,Heterochromatin,Neu,chr18
Poli,chr18,70508680,70530620,-,70530620,70540620,3.723676319599152,4.859179960330327,1.1355036407311756,Mixed,Neu,chr18
Mbd2,chr18,70568189,70626131,+,70558189,70568189,2.88883208643198,4.569725165565808,1.680893079133828,Mixed,Neu,chr18
Mex3c,chr18,73573044,73592575,+,73563044,73573044,3.4861829533100126,4.891845342795054,1.405662389485041,Mixed,Neu,chr18
Smad4,chr18,73639009,73703780,-,73703780,73713780,3.280161046147347,5.141448393225669,1.8612873470783224,Mixed,Neu,chr18
Elac1,chr18,73735038,73754479,-,73754479,73764479,4.4308911675930025,5.123600499427318,0.6927093318343154,Mixed,Neu,chr18
Me2,chr18,73769903,73815449,-,73815449,73825449,3.95529253988266,4.9664327198902765,1.0111401800076163,Mixed,Neu,chr18
Mapk4,chr18,73928486,74065359,-,74065359,74075359,4.621892647433281,4.8722173107425375,0.2503246633092564,Mixed,Neu,chr18
Ska1,chr18,74195299,74207818,-,74207818,74217818,4.036482053494454,4.260937303288778,0.2244552497943246,Mixed,Neu,chr18
Cxxc1,chr18,74216124,74221496,+,74206124,74216124,4.133283611297607,4.386458190115293,0.2531745788176858,Mixed,Neu,chr18
Mbd1,chr18,74267605,74282732,+,74257605,74267605,1.095206621170044,1.1956350339651107,0.1004284127950667,Mixed,Neu,chr18
Myo5b,chr18,74440936,74771493,+,74430936,74440936,2.600893587064743,2.1813082480430603,-0.4195853390216828,Mixed,Neu,chr18
Acaa2,chr18,74779197,74806208,+,74769197,74779197,4.024304584646225,3.984291351238886,-0.0400132334073388,Mixed,Neu,chr18
Lipg,chr18,74939322,74961263,-,74961263,74971263,3.114170812320709,3.799595397655169,0.6854245853344603,Mixed,Neu,chr18
Rpl17,chr18,74998558,75003381,+,74988558,74998558,3.5566501593112947,3.665656913646062,0.1090067543347674,Mixed,Neu,chr18
BC031181,chr18,75005868,75010152,+,74995868,75005868,3.6679779434204094,4.072127596688271,0.404149653267861,Mixed,Neu,chr18
Dym,chr18,75018781,75286964,+,75008781,75018781,4.057255281162262,4.116375140015284,0.0591198588530224,Mixed,Neu,chr18
Gm20544,chr18,75365332,75367088,-,75367088,75377088,5.728624581050872,4.01156368244489,-1.7170608986059823,Mixed,Neu,chr18
Ctif,chr18,75431224,75697554,-,75697554,75707554,4.6880638211011885,4.643588572351138,-0.0444752487500501,Mixed,Neu,chr18
Zbtb7c,chr18,75820178,76148564,+,75810178,75820178,3.675592260360718,4.466478546182315,0.790886285821597,Mixed,Neu,chr18
Smad2,chr18,76241580,76310963,+,76231580,76241580,5.029497642278671,4.333193668723106,-0.6963039735555654,Mixed,Neu,chr18
Ier3ip1,chr18,76930017,76941612,+,76920017,76930017,3.487027591228485,4.775907970182101,1.2888803789536158,Mixed,Neu,chr18
Hdhd2,chr18,76944092,76975307,+,76934092,76944092,3.8415376678705218,4.735389426644644,0.8938517587741219,Mixed,Neu,chr18
Katnal2,chr18,76977148,77047308,-,77047308,77057308,4.612161425280571,5.958331705649694,1.3461702803691225,Mixed,Neu,chr18
Pias2,chr18,77065208,77153800,+,77055208,77065208,4.248905938577653,4.365047585384051,0.1161416468063984,Mixed,Neu,chr18
St8sia5,chr18,77185839,77258771,+,77175839,77185839,3.90885961997509,4.768654077537854,0.8597944575627641,Mixed,Neu,chr18
Haus1,chr18,77757567,77773886,-,77773886,77783886,4.854555528903008,4.535013287695249,-0.3195422412077588,Mixed,Neu,chr18
Pstpip2,chr18,77789914,77882879,+,77779914,77789914,4.837524782657622,4.25506607398192,-0.582458708675702,Mixed,Neu,chr18
Epg5,chr18,77938465,78035013,+,77928465,77938465,1.7251021374464035,1.6835124796628953,-0.0415896577835082,Mixed,Neu,chr18
Setbp1,chr18,78750380,79109391,-,79109391,79119391,2.7994614926576613,4.193075498795509,1.393614006137848,Mixed,Neu,chr18
Pard6g,chr18,80046890,80119639,+,80036890,80046890,5.466750775933265,4.255180176456769,-1.211570599476496,Mixed,Neu,chr18
Adnp2,chr18,80126311,80151482,-,80151482,80161482,4.194718876719475,4.590919803905487,0.3962009271860118,Mixed,Neu,chr18
Rbfa,chr18,80192265,80200658,-,80200658,80210658,4.385655107855797,5.050038932474455,0.6643838246186577,Mixed,Neu,chr18
Txnl4a,chr18,80206795,80225855,+,80196795,80206795,4.961511442422867,4.815354163487752,-0.1461572789351155,Mixed,Neu,chr18
Hsbp1l1,chr18,80229758,80247102,-,80247102,80257102,5.638223942565918,5.232701973017057,-0.405521969548861,Mixed,Neu,chr18
Slc66a2,chr18,80253292,80292725,+,80243292,80253292,6.129198358106613,5.237271710117658,-0.8919266479889556,Mixed,Neu,chr18
Kcng2,chr18,80294546,80364254,-,80364254,80374254,4.115278868603706,4.823459676822027,0.7081808082183203,Mixed,Neu,chr18
Ctdp1,chr18,80407959,80469695,-,80469695,80479695,5.887407827615738,4.63080290321509,-1.256604924400648,Mixed,Neu,chr18
Nfatc1,chr18,80606205,80713071,-,80713071,80723071,3.496517157316208,4.290544792572657,0.794027635256449,Mixed,Neu,chr18
Atp9b,chr18,80734141,80934060,-,80934060,80944060,4.796309645295144,4.140003007292747,-0.6563066380023965,Mixed,Neu,chr18
Sall3,chr18,80966376,80986771,-,80986771,80996771,3.1362269940376284,3.5206597286860144,0.384432734648386,Mixed,Neu,chr18
Galr1,chr18,82392380,82406777,-,82406777,82416777,5.912669925260545,4.661817732735475,-1.2508521925250695,Mixed,Neu,chr18
Mbp,chr18,82475146,82585637,+,82465146,82475146,4.103344363498688,5.060688512921334,0.9573441494226458,Mixed,Neu,chr18
Zfp236,chr18,82593593,82692883,-,82692883,82702883,0.9122953194856644,0.4479953001181285,-0.4643000193675358,Mixed,Neu,chr18
Zfp516,chr18,82910663,83005314,+,82900663,82910663,4.630651373171807,4.614274461189907,-0.0163769119818999,Mixed,Neu,chr18
Tshz1,chr18,84011627,84087706,-,84087706,84097706,4.160373738026619,3.87485037167867,-0.2855233663479493,Mixed,Neu,chr18
Zfp407,chr18,84128027,84589725,-,84589725,84599725,4.234812182068825,5.801507329702377,1.5666951476335529,Mixed,Neu,chr18
Cndp2,chr18,84667465,84685702,-,84685702,84695702,4.616608922672272,3.891383745543162,-0.72522517712911,Mixed,Neu,chr18
Dipk1c,chr18,84719236,84740436,+,84709236,84719236,3.30349291586876,3.787206546139717,0.483713630270957,Mixed,Neu,chr18
Fbxo15,chr18,84934782,84981473,+,84924782,84934782,4.536071755981446,4.241772165083886,-0.2942995908975598,Mixed,Neu,chr18
Neto1,chr18,86394952,86506718,+,86384952,86394952,5.008221998882293,4.343003165268898,-0.6652188336133955,Mixed,Neu,chr18
Cbln2,chr18,86711110,86718283,+,86701110,86711110,2.582140872478485,4.325502147316932,1.7433612748384473,Mixed,Neu,chr18
Socs6,chr18,88665224,88927481,-,88927481,88937481,3.926953637003898,4.132788410456976,0.205834773453077,Mixed,Neu,chr18
Mir6359,chr18,88972030,88972110,+,88962030,88972030,3.5165108145475386,5.489411530693372,1.972900716145833,Mixed,Neu,chr18
Dok6,chr18,89292424,89769528,-,89769528,89779528,1.7846813479185104,4.166542723894119,2.381861375975608,Heterochromatin,Neu,chr18
Tmx3,chr18,90510154,90543267,+,90500154,90510154,3.0497131230831145,4.789981957419713,1.7402688343365988,Mixed,Neu,chr18
Shroom4,chrX,6399854,6637448,+,6389854,6399854,2.993654696226121,3.365720697307587,0.3720660010814662,Mixed,Neu,chrX
Clcn5,chrX,7153810,7319358,-,7319358,7329358,2.553304162836074,3.1610403190294907,0.607736156193416,Mixed,Neu,chrX
Ppp1r3f,chrX,7557296,7574283,-,7574283,7584283,2.672947177195549,3.741256646601359,1.0683094694058095,Mixed,Neu,chrX
Syp,chrX,7638471,7653256,+,7628471,7638471,2.97698050365448,4.401414489452044,1.424433985797564,Mixed,Neu,chrX
Gpkow,chrX,7697131,7710262,+,7687131,7697131,4.187857226657868,3.4034054249286645,-0.7844518017292033,Mixed,Neu,chrX
Praf2,chrX,7728439,7731064,+,7718439,7728439,3.830555104398728,3.437324082891146,-0.3932310215075811,Mixed,Neu,chrX
Tfe3,chrX,7762560,7775202,+,7752560,7762560,3.558594039320946,2.821232152581215,-0.7373618867397309,Mixed,Neu,chrX
Otud5,chrX,7841364,7876626,+,7831364,7841364,4.716443583631516,4.099706803027789,-0.6167367806037269,Mixed,Neu,chrX
Pim2,chrX,7878262,7883432,+,7868262,7878262,3.052821932792664,3.793054026309649,0.7402320935169855,Mixed,Neu,chrX
Slc35a2,chrX,7884028,7894492,+,7874028,7884028,3.369515769171715,3.4110729781707128,0.0415572089989977,Mixed,Neu,chrX
Timm17b,chrX,7899357,7908351,+,7889357,7899357,4.004619744062424,3.723005396127701,-0.2816143479347226,Mixed,Neu,chrX
Hdac6,chrX,7930120,7947889,-,7947889,7957889,3.911684837317466,3.637585812067986,-0.2740990252494808,Mixed,Neu,chrX
Suv39h1,chrX,8061171,8074760,-,8074760,8084760,4.325136511564255,4.108295838038127,-0.2168406735261276,Mixed,Neu,chrX
Gm6787,chrX,8097087,8106701,+,8087087,8097087,3.8847745081663128,3.639862475331624,-0.2449120328346885,Mixed,Neu,chrX
Rbm3,chrX,8138975,8145880,-,8145880,8155880,4.227208093762398,3.30728104754289,-0.9199270462195076,Mixed,Neu,chrX
Tbc1d25,chrX,8154472,8176181,-,8176181,8186181,3.5300459313392643,3.176512382348379,-0.3535335489908853,Mixed,Neu,chrX
Ebp,chrX,8185329,8193512,-,8193512,8203512,5.346833534026146,3.772967463715871,-1.5738660703102751,Mixed,Neu,chrX
B630019K06Rik,chrX,8892382,8894964,+,8882382,8892382,2.773929770064354,2.953118833931287,0.1791890638669331,Mixed,Neu,chrX
Lancl3,chrX,9199902,9268085,+,9189902,9199902,3.321012895822525,4.508095380282402,1.1870824844598769,Mixed,Neu,chrX
Rpgr,chrX,10073621,10216920,-,10216920,10226920,1.7867957239151,4.132350878636042,2.345555154720942,Heterochromatin,Neu,chrX
Mid1ip1,chrX,10715013,10719690,+,10705013,10715013,1.521819834947586,3.748262385511398,2.226442550563812,Heterochromatin,Neu,chrX
Bcor,chrX,12036740,12160355,-,12160355,12170355,3.1648376760482786,2.8263894675572714,-0.3384482084910072,Mixed,Neu,chrX
Atp6ap2,chrX,12587801,12617049,+,12577801,12587801,2.740807491564751,2.9359424623012544,0.1951349707365035,Mixed,Neu,chrX
1810030O07Rik,chrX,12654879,12673668,-,12673668,12683668,2.111159371137619,3.567676799988746,1.456517428851127,Mixed,Neu,chrX
Med14,chrX,12675369,12762073,-,12762073,12772073,3.865700073826313,3.762513284111023,-0.10318678971529,Mixed,Neu,chrX
AA414768,chrX,12936872,12938128,+,12926872,12936872,3.8316371915340426,2.9522993872086207,-0.8793378043254219,Mixed,Neu,chrX
Usp9x,chrX,13071498,13173328,+,13061498,13071498,2.8692043640851974,3.7527803270419433,0.8835759629567459,Mixed,Neu,chrX
Ddx3x,chrX,13280970,13294052,+,13270970,13280970,3.063853961348533,3.253547535618146,0.1896935742696128,Mixed,Neu,chrX
Cask,chrX,13517080,13851367,-,13851367,13861367,2.6039390847921373,4.514169948037465,1.910230863245328,Mixed,Neu,chrX
Maoa,chrX,16619698,16687818,+,16609698,16619698,5.402650093770028,3.4639566174666085,-1.9386934763034191,Mixed,Neu,chrX
Kdm6a,chrX,18162575,18279936,+,18152575,18162575,1.9693483234047888,3.525764837940533,1.5564165145357447,Mixed,Neu,chrX
Slc9a7,chrX,20105754,20291807,-,20291807,20301807,3.0064083694219588,4.099138179818789,1.0927298103968304,Mixed,Neu,chrX
Jade3,chrX,20425688,20519939,+,20415688,20425688,2.8369890851974486,3.796492777721087,0.9595036925236382,Mixed,Neu,chrX
Ndufb11,chrX,20615326,20617619,-,20617619,20627619,3.370521590399742,3.018684387159348,-0.351837203240394,Mixed,Neu,chrX
Cdk16,chrX,20687954,20699880,+,20677954,20687954,3.7912677865028384,4.207372323218982,0.4161045367161433,Mixed,Neu,chrX
Usp11,chrX,20703906,20720539,+,20693906,20703906,3.899559307813644,3.2368146017313,-0.6627447060823437,Mixed,Neu,chrX
Araf,chrX,20797814,20860519,+,20787814,20797814,3.853018049693108,3.640180014149348,-0.21283803554376,Mixed,Neu,chrX
Syn1,chrX,20860511,20921004,-,20921004,20931004,3.211553404688835,3.495598025711377,0.284044621022542,Mixed,Neu,chrX
Uxt,chrX,20941722,20962017,-,20962017,20972017,4.674484670221806,2.9840516320228576,-1.690433038198948,Mixed,Neu,chrX
Klhl13,chrX,23219271,23365082,-,23365082,23375082,2.378771417784691,3.749308594441414,1.3705371766567231,Mixed,Neu,chrX
Wdr44,chrX,23693051,23806025,+,23683051,23693051,2.0411866961717604,3.2069446966528896,1.1657580004811292,Mixed,Neu,chrX
Dock11,chrX,35888832,36076562,+,35878832,35888832,2.589615775132179,3.3554059696435927,0.7657901945114136,Mixed,Neu,chrX
Il13ra1,chrX,36112110,36171259,+,36102110,36112110,2.04043923163414,3.3916584336757665,1.3512192020416265,Mixed,Neu,chrX
Lonrf3,chrX,36328353,36362341,+,36318353,36328353,3.2731271508932114,2.781248207648595,-0.4918789432446164,Mixed,Neu,chrX
Pgrmc1,chrX,36598206,36606079,+,36588206,36598206,2.5943237658977507,3.3266450447241467,0.732321278826396,Mixed,Neu,chrX
Akap17b,chrX,36608314,36645395,-,36645395,36655395,2.785607875585556,2.39968135090669,-0.3859265246788661,Mixed,Neu,chrX
Slc25a5,chrX,36795651,36798807,+,36785651,36795651,3.177041640281677,3.2556975144704183,0.0786558741887413,Mixed,Neu,chrX
Ube2a,chrX,36873900,36884222,+,36863900,36873900,2.943932967662811,3.485775226990382,0.5418422593275709,Mixed,Neu,chrX
Sowahd,chrX,37048845,37050418,+,37038845,37048845,3.6238059207201,3.4009428350130717,-0.2228630857070288,Mixed,Neu,chrX
Rpl39,chrX,37082520,37085402,-,37085402,37095402,3.2449430398464205,3.9130433381080634,0.668100298261642,Mixed,Neu,chrX
Upf3b,chrX,37091678,37110322,-,37110322,37120322,4.283756910920143,2.503320212785403,-1.78043669813474,Mixed,Neu,chrX
Ndufa1,chrX,37187588,37191163,-,37191163,37201163,4.131001393127441,3.6756951272726064,-0.4553062658548348,Mixed,Neu,chrX
Rhox13,chrX,38121219,38129967,+,38111219,38121219,2.6382045096158984,3.148667642478149,0.5104631328622502,Mixed,Neu,chrX
Zbtb33,chrX,38189793,38197046,+,38179793,38189793,2.8442414340257645,3.09311124180158,0.2488698077758151,Mixed,Neu,chrX
Cul4b,chrX,38533274,38576196,-,38576196,38586196,2.4937389515638357,3.252354788462321,0.7586158368984859,Mixed,Neu,chrX
C1galt1c1,chrX,38630785,38635087,-,38635087,38645087,3.183673415374756,3.104981017446518,-0.0786923979282376,Mixed,Neu,chrX
Gria3,chrX,41400854,41678601,+,41390854,41400854,1.9221296094417573,3.483625589871407,1.5614959804296495,Mixed,Neu,chrX
Thoc2,chrX,41794991,41920674,-,41920674,41930674,2.9267294771194456,3.383041951139768,0.4563124740203226,Mixed,Neu,chrX
Xiap,chrX,42059679,42109656,+,42049679,42059679,3.2553519909381867,3.4934257834990823,0.2380737925608955,Mixed,Neu,chrX
Stag2,chrX,42149317,42277185,+,42139317,42149317,2.881260787177086,3.021791108051936,0.1405303208748503,Mixed,Neu,chrX
Dcaf12l1,chrX,44786570,44790197,-,44790197,44800197,2.3624663232207297,3.279287171737353,0.9168208485166232,Mixed,Neu,chrX
Ocrl,chrX,47912387,47965868,+,47902387,47912387,2.178618978142738,3.260318407944838,1.0816994298021,Mixed,Neu,chrX
Apln,chrX,48025146,48034853,-,48034853,48044853,3.3707873978614806,3.243172958262761,-0.1276144395987191,Mixed,Neu,chrX
Utp14a,chrX,48256862,48282453,+,48246862,48256862,2.9916683214426043,2.932470860234897,-0.0591974612077077,Mixed,Neu,chrX
Bcorl1,chrX,48341358,48408049,+,48331358,48341358,3.733286265206337,3.1379626495281854,-0.5953236156781516,Mixed,Neu,chrX
Elf4,chrX,48411046,48463132,-,48463132,48473132,4.323694923162461,3.487794123888016,-0.8359007992744449,Mixed,Neu,chrX
Aifm1,chrX,48474944,48513563,-,48513563,48523563,3.6370578763127326,3.1007081007083257,-0.5363497756044069,Mixed,Neu,chrX
Zfp280c,chrX,48541625,48594504,-,48594504,48604504,2.9843627462148667,4.0917326685110735,1.1073699222962068,Mixed,Neu,chrX
Rbmx2,chrX,48695004,48710723,+,48685004,48695004,2.6978640295505523,3.7889894594589872,1.091125429908435,Mixed,Neu,chrX
Stk26,chrX,50841047,50893097,+,50831047,50841047,1.3560883498430252,3.4103902242263167,2.054301874383292,Heterochromatin,Neu,chrX
Rap2c,chrX,51003912,51018018,-,51018018,51028018,2.641251442527771,3.4662171181042987,0.8249656755765278,Mixed,Neu,chrX
Hs6st2,chrX,51387212,51681856,-,51681856,51691856,2.5783460906267166,2.549267549657821,-0.0290785409688951,Mixed,Neu,chrX
Gpc4,chrX,52053021,52165252,-,52165252,52175252,2.3978439553260804,3.304599196322759,0.9067552409966786,Mixed,Neu,chrX
Gpc3,chrX,52272426,52613950,-,52613950,52623950,2.901285756707192,3.532683846394221,0.6313980896870293,Mixed,Neu,chrX
Ccdc160,chrX,52791200,52799468,+,52781200,52791200,3.3654576736688613,3.145314972082774,-0.220142701586087,Mixed,Neu,chrX
Phf6,chrX,52912266,52956943,+,52902266,52912266,3.209466946911812,2.68689136680762,-0.522575580104192,Mixed,Neu,chrX
Rtl8b,chrX,53669177,53670408,-,53670408,53680408,1.4592834807157515,1.339665375916163,-0.1196181047995885,Mixed,Neu,chrX
Smim10l2a,chrX,56374586,56377799,+,56364586,56374586,2.4108664378881457,3.345059590053559,0.9341931521654132,Mixed,Neu,chrX
Ints6l,chrX,56454857,56507843,+,56444857,56454857,3.7895466282367702,3.6921348102649056,-0.097411817971865,Mixed,Neu,chrX
Mmgt1,chrX,56585512,56598069,-,56598069,56608069,3.1225631877064703,3.495056493234634,0.3724933055281636,Mixed,Neu,chrX
Slc9a6,chrX,56609757,56664230,+,56599757,56609757,2.913183939099312,3.742890733464559,0.8297067943652472,Mixed,Neu,chrX
Fhl1,chrX,56731787,56793346,+,56721787,56731787,3.3051086844682693,2.905087763611476,-0.4000209208567935,Mixed,Neu,chrX
Htatsf1,chrX,57053583,57067183,+,57043583,57053583,2.1617861501216886,3.6005402206142745,1.438754070492586,Mixed,Neu,chrX
Rbmx,chrX,57383530,57393036,-,57393036,57403036,3.2290977225780484,3.393448287709554,0.1643505651315062,Mixed,Neu,chrX
Gpr101,chrX,57496668,57503757,-,57503757,57513757,1.856947188782692,3.8746145441055297,2.017667355322838,Heterochromatin,Neu,chrX
Zic3,chrX,58022700,58041736,+,58012700,58022700,3.73579343867302,3.263214865922928,-0.4725785727500917,Mixed,Neu,chrX
Fgf13,chrX,59062145,59568071,-,59568071,59578071,2.9333164310932163,3.303660260327657,0.3703438292344407,Mixed,Neu,chrX
Atp11c,chrX,60223290,60592698,-,60592698,60602698,2.9167178123235704,3.021216643500328,0.1044988311767576,Mixed,Neu,chrX
Gm715,chrX,60548019,60548849,+,60538019,60548019,1.2590592100858689,2.9010814898411432,1.6420222797552744,Mixed,Neu,chrX
Gm14662,chrX,60893653,60898067,+,60883653,60893653,4.118872238993644,3.306093746693929,-0.812778492299715,Mixed,Neu,chrX
Slitrk4,chrX,64264885,64276996,-,64276996,64286996,1.4849229688167571,3.843647338032722,2.358724369215965,Heterochromatin,Neu,chrX
Fmr1,chrX,68678541,68717963,+,68668541,68678541,2.0166682326078416,3.4017785337845488,1.3851103011767072,Mixed,Neu,chrX
Aff2,chrX,69360294,69868037,+,69350294,69360294,1.5415569794178008,3.5740136221249905,2.032456642707189,Heterochromatin,Neu,chrX
Ids,chrX,70343069,70365084,-,70365084,70375084,1.6812176959514618,1.904421555161476,0.2232038592100143,Mixed,Neu,chrX
Tmem185a,chrX,70459753,70477180,-,70477180,70487180,2.024617958903313,2.175448556820552,0.1508305979172388,Mixed,Neu,chrX
Mamld1,chrX,71050240,71156056,+,71040240,71050240,3.0492772463560103,3.779687291344007,0.7304100449879969,Mixed,Neu,chrX
Mtmr1,chrX,71364760,71419196,+,71354760,71364760,3.2277888691425325,3.0481077052752177,-0.1796811638673148,Mixed,Neu,chrX
Hmgb3,chrX,71555918,71560676,+,71545918,71555918,3.10338277065754,3.8144456592957177,0.7110628886381778,Mixed,Neu,chrX
Gpr50,chrX,71663667,71669257,+,71653667,71663667,1.6548481888771054,3.774545709188779,2.1196975203116737,Heterochromatin,Neu,chrX
Vma21,chrX,71815924,71839757,+,71805924,71815924,2.425783292341232,2.9160639892578124,0.4902806969165802,Mixed,Neu,chrX
Prrg3,chrX,71962624,71972722,+,71952624,71962624,3.08168469953537,3.6329568073829015,0.5512721078475313,Mixed,Neu,chrX
Gabre,chrX,72255999,72274803,-,72274803,72284803,1.877254351139069,2.936490182733536,1.0592358315944672,Mixed,Neu,chrX
Gabrq,chrX,72825178,72842602,+,72815178,72825178,1.8166053378582,2.440037936290105,0.6234325984319051,Mixed,Neu,chrX
Cetn2,chrX,72913532,72918411,-,72918411,72928411,2.3427386023283003,3.3248307558854417,0.9820921535571414,Mixed,Neu,chrX
Zfp185,chrX,72987339,73031543,+,72977339,72987339,4.039098946452141,2.9640827733278274,-1.0750161731243133,Mixed,Neu,chrX
F8a,chrX,73228291,73230795,+,73218291,73228291,0.791053442454338,1.7052229922533035,0.9141695497989656,Mixed,Neu,chrX
Zfp275,chrX,73342621,73359080,+,73332621,73342621,2.168566262936592,3.1633466739495595,0.9947804110129675,Mixed,Neu,chrX
Dusp9,chrX,73639419,73643514,+,73629419,73639419,4.218686827206612,3.097983810432752,-1.12070301677386,Mixed,Neu,chrX
Pnck,chrX,73655994,73660117,-,73660117,73670117,3.646320331537724,3.35912831334273,-0.2871920181949936,Mixed,Neu,chrX
Slc6a8,chrX,73673150,73682502,+,73663150,73673150,3.4905410099029544,3.0193400502999626,-0.4712009596029918,Mixed,Neu,chrX
Abcd1,chrX,73716597,73738534,+,73706597,73716597,2.971992193102837,3.0339782981236776,0.0619861050208405,Mixed,Neu,chrX
Idh3g,chrX,73778963,73786897,-,73786897,73796897,4.112922090291978,3.276447969897588,-0.83647412039439,Mixed,Neu,chrX
Pdzd4,chrX,73793359,73824969,-,73824969,73834969,3.8538066308975214,4.100106085864703,0.2462994549671808,Mixed,Neu,chrX
Arhgap4,chrX,73891442,73921870,-,73921870,73931870,5.710715823888778,3.5800167661507927,-2.1306990577379854,Euchromatin,Neu,chrX
Hcfc1,chrX,73942792,73966357,-,73966357,73976357,2.659117368459702,3.359060632801056,0.6999432643413539,Mixed,Neu,chrX
Mir5132,chrX,74023528,74023598,-,74023598,74033598,2.5382575438022617,3.321381901772817,0.7831243579705554,Mixed,Neu,chrX
Mecp2,chrX,74026592,74135363,-,74135363,74145363,2.972316594958305,3.1932341797033943,0.2209175847450888,Mixed,Neu,chrX
Flna,chrX,74223461,74249820,-,74249820,74259820,3.519546692609787,3.4696772790749875,-0.0498694135347994,Mixed,Neu,chrX
Emd,chrX,74254687,74261548,+,74244687,74254687,3.068579720950127,2.80760789159139,-0.2609718293587368,Mixed,Neu,chrX
Rpl10,chrX,74270812,74273135,+,74260812,74270812,2.81241504278183,1.962881801978747,-0.8495332408030831,Mixed,Neu,chrX
Fam50a,chrX,74313033,74320149,+,74303033,74313033,2.7307808913707734,3.200612131309509,0.4698312399387356,Mixed,Neu,chrX
Plxna3,chrX,74329066,74344689,+,74319066,74329066,2.458796394610405,3.8090188781976697,1.3502224835872645,Mixed,Neu,chrX
Fam3a,chrX,74384719,74393272,-,74393272,74403272,3.897093377113342,2.552555827784538,-1.3445375493288036,Mixed,Neu,chrX
G6pdx,chrX,74409483,74429194,-,74429194,74439194,3.1954137126922606,3.873866849541664,0.6784531368494031,Mixed,Neu,chrX
Dkc1,chrX,75095854,75109777,+,75085854,75095854,1.605024356365204,3.785731608160337,2.180707251795133,Heterochromatin,Neu,chrX
Mpp1,chrX,75109733,75131016,-,75131016,75141016,3.5450423502922064,3.0607015302975977,-0.4843408199946086,Mixed,Neu,chrX
Cmc4,chrX,75404846,75416584,-,75416584,75426584,2.7391977554559706,3.644621023551623,0.9054232680956528,Mixed,Neu,chrX
Rab39b,chrX,75572046,75578231,-,75578231,75588231,1.8768390784859657,1.4488290323734283,-0.4280100461125373,Mixed,Neu,chrX
Tbl1x,chrX,77511013,77662983,+,77501013,77511013,1.8577473492622376,3.3559253337542216,1.498177984491984,Mixed,Neu,chrX
Prkx,chrX,77761411,77796278,-,77796278,77806278,2.6549900674581526,3.226922916261355,0.5719328488032023,Mixed,Neu,chrX
Prrg1,chrX,78449613,78583896,-,78583896,78593896,1.6699898133277893,4.247220959440868,2.5772311461130784,Heterochromatin,Neu,chrX
Tmem47,chrX,81070698,81097872,+,81060698,81070698,1.9311867504119875,3.463080722705523,1.5318939722935356,Mixed,Neu,chrX
Tab3,chrX,85574022,85634469,+,85564022,85574022,2.370871299791336,3.261654640452067,0.8907833406607311,Mixed,Neu,chrX
Gk,chrX,85701937,85776819,-,85776819,85786819,2.7027158199548724,3.411704286503792,0.7089884665489192,Mixed,Neu,chrX
Nr0b1,chrX,86191764,86195947,+,86181764,86191764,3.143058693766594,4.20222239584128,1.0591637020746858,Mixed,Neu,chrX
Arx,chrX,93286445,93298357,+,93276445,93286445,2.5076111074686054,3.0206786771217984,0.513067569653193,Mixed,Neu,chrX
Pola1,chrX,93304767,93632155,-,93632155,93642155,2.651387368440628,3.360369121948878,0.7089817535082501,Mixed,Neu,chrX
Pdk3,chrX,93764607,93832201,-,93832201,93842201,3.323116347575188,3.3414153765996293,0.0182990290244413,Mixed,Neu,chrX
Zfx,chrX,94074631,94123702,-,94123702,94133702,3.0226432809829715,3.0383751007874804,0.0157318198045088,Mixed,Neu,chrX
Eif2s3x,chrX,94188707,94212862,-,94212862,94222862,3.819390213274956,2.681743031160037,-1.137647182114919,Mixed,Neu,chrX
