chrom	start	end	score_nsc	n_bins_nsc	coverage_nsc	score_neu	n_bins_neu	coverage_neu	ratio_change
chr13	5100000	5250000	-0.07617660000000001	3	1.0	0.041266366666666665	3	1.0	0.11744296666666668
chr13	7800000	7950000	-0.09775746666666665	3	1.0	0.04793526666666667	3	1.0	0.14569273333333332
chr13	12750000	12900000	-0.16033270000000002	3	1.0	0.11904269999999999	3	1.0	0.2793754
chr13	12900000	13050000	-0.06286420999999999	3	1.0	0.210564	3	1.0	0.27342821
chr13	13050000	13200000	-0.0702953	3	1.0	0.130196	3	1.0	0.2004913
chr13	13200000	13350000	-0.024974633333333336	3	1.0	0.15690173333333335	3	1.0	0.18187636666666668
chr13	14400000	14550000	-0.03756813333333334	3	1.0	0.07077684333333334	3	1.0	0.10834497666666668
chr13	14700000	14850000	-0.05550421666666666	3	1.0	0.0582431	3	1.0	0.11374731666666665
chr13	17400000	17550000	-0.04449503333333334	3	1.0	0.0637995	3	1.0	0.10829453333333333
chr13	22350000	22500000	-0.02096305	3	1.0	0.10722620000000001	3	1.0	0.12818925
chr13	22500000	22650000	-0.02534724666666667	3	1.0	0.1409162	3	1.0	0.16626344666666665
chr13	22650000	22800000	-0.009924356666666667	3	1.0	0.13816006666666664	3	1.0	0.1480844233333333
chr13	27150000	27300000	-0.14971800000000002	3	1.0	-0.04833809	3	1.0	0.10137991000000002
chr13	28050000	28200000	-0.0738994	3	1.0	0.09622403333333333	3	1.0	0.17012343333333335
chr13	28200000	28350000	-0.0697645	3	1.0	0.03433403333333333	3	1.0	0.10409853333333333
chr13	33150000	33300000	-0.02651853333333333	3	1.0	0.12407906666666667	3	1.0	0.1505976
chr13	33300000	33450000	0.0035633500000000003	3	1.0	0.17016116666666667	3	1.0	0.16659781666666668
chr13	33450000	33600000	-0.01752756	3	1.0	0.169672	3	1.0	0.18719956
chr13	33600000	33750000	-0.009349836666666667	3	1.0	0.17184066666666667	3	1.0	0.18119050333333334
chr13	33750000	33900000	0.00693265	3	1.0	0.16300929999999997	3	1.0	0.15607664999999996
chr13	60900000	61050000	-0.03494576666666666	3	1.0	0.15216933333333335	3	1.0	0.1871151
chr13	61050000	61200000	-0.07495886666666667	3	1.0	0.09699870000000001	3	1.0	0.17195756666666667
chr13	61200000	61350000	-0.06504091999999999	3	1.0	0.12191270000000001	3	1.0	0.18695362
chr13	61350000	61500000	-0.0409269	3	1.0	0.13370326333333332	3	1.0	0.1746301633333333
chr13	61800000	61950000	-0.0649043	3	1.0	0.043146336666666674	3	1.0	0.10805063666666667
chr13	61950000	62100000	-0.032643563333333334	3	1.0	0.0756148	3	1.0	0.10825836333333333
chr13	62100000	62250000	-0.027577733333333333	3	1.0	0.14839173333333336	3	1.0	0.17596946666666669
chr13	62250000	62400000	-0.020539666666666664	3	1.0	0.14113739999999997	3	1.0	0.16167706666666665
chr13	62400000	62550000	-0.03173814666666667	3	1.0	0.10334270000000001	3	1.0	0.13508084666666667
chr13	65250000	65400000	0.008075706666666665	3	1.0	0.1661198	3	1.0	0.15804409333333336
chr13	65400000	65550000	0.004597700000000001	3	1.0	0.18168773333333335	3	1.0	0.17709003333333334
chr13	65550000	65700000	0.012063146666666668	3	1.0	0.24991866666666668	3	1.0	0.23785552000000001
chr13	65850000	66000000	-0.004251776666666667	3	1.0	0.10984036666666668	3	1.0	0.11409214333333334
chr13	66600000	66750000	0.007342923333333334	3	1.0	0.17238636666666665	3	1.0	0.16504344333333332
chr13	67950000	68100000	0.024504136666666666	3	1.0	0.1286749	3	1.0	0.10417076333333335
chr13	74550000	74700000	-0.04474306666666666	3	1.0	0.06870816666666667	3	1.0	0.11345123333333332
chr13	74850000	75000000	-0.0731169	3	1.0	0.05351073333333333	3	1.0	0.12662763333333332
chr13	75000000	75150000	-0.09190646666666666	3	1.0	0.03917006666666667	3	1.0	0.13107653333333333
chr13	75150000	75300000	-0.02840254366666667	3	1.0	0.10904383333333334	3	1.0	0.137446377
chr13	75300000	75450000	-0.06917419933333334	3	1.0	0.03157226666666667	3	1.0	0.100746466
chr13	76650000	76800000	-0.050384399999999996	3	1.0	0.05174840666666667	3	1.0	0.10213280666666666
chr13	77550000	77700000	-0.018646073333333332	3	1.0	0.08936143333333334	3	1.0	0.10800750666666667
chr13	77700000	77850000	-0.06848780000000002	3	1.0	0.04045666666666667	3	1.0	0.10894446666666668
chr13	77850000	78000000	-0.11533266666666668	3	1.0	0.008399283333333334	3	1.0	0.12373195000000001
chr13	78300000	78450000	-0.04216333	3	1.0	0.09599156666666665	3	1.0	0.13815489666666664
chr13	78450000	78600000	-0.07515083333333333	3	1.0	0.02908276666666666	3	1.0	0.1042336
chr13	79350000	79500000	-0.1131519	3	1.0	-0.008301333333333336	3	1.0	0.10485056666666666
chr13	79500000	79650000	-0.10085613333333332	3	1.0	0.0210323	3	1.0	0.12188843333333332
chr13	79650000	79800000	-0.0858997	3	1.0	0.03599290000000001	3	1.0	0.1218926
chr13	80100000	80250000	-0.119233	3	1.0	-0.01709053333333333	3	1.0	0.10214246666666668
chr13	80250000	80400000	-0.08094183333333332	3	1.0	0.03143128333333334	3	1.0	0.11237311666666666
chr13	80550000	80700000	-0.09107146666666667	3	1.0	0.010677816666666668	3	1.0	0.10174928333333334
chr13	81900000	82050000	-0.06860543333333334	3	1.0	0.0412706	3	1.0	0.10987603333333334
chr13	84150000	84300000	-0.1102702	3	1.0	-0.008838746666666666	3	1.0	0.10143145333333334
chr13	84450000	84600000	-0.08848106666666666	3	1.0	0.05389223333333333	3	1.0	0.14237329999999998
chr13	84750000	84900000	-0.10793156666666667	3	1.0	0.006769399999999999	3	1.0	0.11470096666666667
chr13	84900000	85050000	-0.07744156666666667	3	1.0	0.05237873333333334	3	1.0	0.1298203
chr13	85650000	85800000	-0.08284746666666666	3	1.0	0.0364109	3	1.0	0.11925836666666667
chr13	86100000	86250000	-0.06513936666666667	3	1.0	0.0417038	3	1.0	0.10684316666666667
chr13	86250000	86400000	-0.08858223333333333	3	1.0	0.023612333333333332	3	1.0	0.11219456666666666
chr13	86400000	86550000	-0.08767436666666667	3	1.0	0.030299900000000005	3	1.0	0.11797426666666667
chr13	86850000	87000000	-0.10221743333333333	3	1.0	0.03574611333333333	3	1.0	0.13796354666666666
chr13	87150000	87300000	-0.11792866666666667	3	1.0	0.018874966666666666	3	1.0	0.13680363333333334
chr13	87300000	87450000	-0.10789503333333333	3	1.0	0.009217633333333336	3	1.0	0.11711266666666667
chr13	87900000	88050000	-0.0960146	3	1.0	0.022413886666666664	3	1.0	0.11842848666666667
chr13	88350000	88500000	-0.10567476666666666	3	1.0	-0.0001146000000000034	3	1.0	0.10556016666666665
chr13	96750000	96900000	-0.071442	3	1.0	0.043263876666666666	3	1.0	0.11470587666666668
chr13	100200000	100350000	0.042655266666666664	3	1.0	0.15734646666666668	3	1.0	0.11469120000000002
chr14	4800000	4950000	-0.004742454	3	1.0	0.11387036666666667	3	1.0	0.11861282066666667
chr14	6900000	7050000	0.014452236666666668	3	1.0	0.12255266666666667	3	1.0	0.10810043
chr14	7650000	7800000	0.04537326666666666	3	1.0	0.17861110000000002	3	1.0	0.13323783333333336
chr14	14100000	14250000	0.043753433333333334	3	1.0	0.153249	3	1.0	0.10949556666666665
chr14	14250000	14400000	0.08942496666666666	3	1.0	0.2184753333333333	3	1.0	0.12905036666666664
chr14	14400000	14550000	0.010373546666666669	3	1.0	0.11509696666666668	3	1.0	0.10472342000000001
chr14	19050000	19200000	-0.004832866666666665	3	1.0	0.10160125666666668	3	1.0	0.10643412333333335
chr14	37950000	38100000	-0.08791516666666668	3	1.0	0.03670923333333334	3	1.0	0.12462440000000002
chr14	38100000	38250000	-0.07653356666666666	3	1.0	0.044388199999999996	3	1.0	0.12092176666666665
chr14	40500000	40650000	-0.0494571	3	1.0	0.06273336333333333	3	1.0	0.11219046333333332
chr14	41550000	41700000	-0.002785036666666667	3	1.0	0.11591969999999999	3	1.0	0.11870473666666666
chr14	43200000	43350000	-0.0004246500000000001	3	1.0	0.11146136666666667	3	1.0	0.11188601666666667
chr14	49950000	50100000	-0.04332806666666667	3	1.0	0.07508743333333333	3	1.0	0.1184155
chr14	50100000	50250000	-0.08400773333333333	3	1.0	0.05039389999999999	3	1.0	0.13440163333333333
chr14	50250000	50400000	-0.080501	3	1.0	0.059595699999999995	3	1.0	0.1400967
chr14	50400000	50550000	-0.08821673333333332	3	1.0	0.06883457666666667	3	1.0	0.15705131
chr14	50550000	50700000	-0.013315666666666667	3	1.0	0.13941933333333334	3	1.0	0.152735
chr14	52500000	52650000	-0.0031157133333333344	3	1.0	0.148009	3	1.0	0.15112471333333333
chr14	52650000	52800000	-0.027272523333333333	3	1.0	0.10178233333333331	3	1.0	0.12905485666666663
chr14	82650000	82800000	-0.11694029999999998	3	1.0	-0.005104300000000003	3	1.0	0.11183599999999998
chr14	83400000	83550000	-0.0724134	3	1.0	0.04298390666666667	3	1.0	0.11539730666666667
chr14	83700000	83850000	-0.05746383333333334	3	1.0	0.06923023333333334	3	1.0	0.12669406666666666
chr14	97200000	97350000	-0.125097	3	1.0	-0.011742966666666667	3	1.0	0.11335403333333335
chr14	105000000	105150000	-0.09538246666666667	3	1.0	0.017364833333333336	3	1.0	0.1127473
chr14	107700000	107850000	-0.15523333333333333	3	1.0	-0.025502806666666662	3	1.0	0.12973052666666668
chr14	107850000	108000000	-0.13119433333333333	3	1.0	-0.014162463333333332	3	1.0	0.11703187
chr14	108450000	108600000	-0.07661726666666667	3	1.0	0.051249989999999995	3	1.0	0.12786725666666665
chr14	109200000	109350000	-0.12493366666666667	3	1.0	-0.01912058	3	1.0	0.10581308666666667
chr14	109500000	109650000	-0.120405	3	1.0	0.0056320999999999975	3	1.0	0.12603709999999999
chr14	109800000	109950000	-0.06901186666666667	3	1.0	0.054033833333333336	3	1.0	0.12304570000000001
chr14	114150000	114300000	-0.08785003333333334	3	1.0	0.019355536666666666	3	1.0	0.10720557
chr14	114300000	114450000	-0.14790066666666665	3	1.0	-0.04750876666666667	3	1.0	0.10039189999999998
chr14	114600000	114750000	-0.06939443333333334	3	1.0	0.03440146666666667	3	1.0	0.10379590000000001
chr14	123450000	123600000	-0.14870266666666665	3	1.0	0.006647686666666665	3	1.0	0.1553503533333333
chr14	123900000	124050000	-0.12680803333333332	3	1.0	-0.021932366666666668	3	1.0	0.10487566666666664
chr14	124050000	124200000	-0.12365816666666668	3	1.0	-0.020470773333333334	3	1.0	0.10318739333333335
chr14	124200000	124350000	-0.14628533333333332	3	1.0	-0.034608266666666665	3	1.0	0.11167706666666666
chr14	124350000	124500000	-0.11235073333333334	3	1.0	-0.00966317333333333	3	1.0	0.10268756000000001
chr14	124650000	124800000	-0.019758600000000005	3	1.0	0.17306643333333332	3	1.0	0.19282503333333334
chr15	3750000	3900000	0.006131733333333335	3	1.0	0.15559589999999998	3	1.0	0.14946416666666665
chr15	4500000	4650000	-0.10186640000000001	3	1.0	0.0093844	3	1.0	0.11125080000000001
chr15	4650000	4800000	-0.038306030000000005	3	1.0	0.09079203333333334	3	1.0	0.12909806333333335
chr15	5550000	5700000	-0.08969813333333335	3	1.0	0.049341220000000005	3	1.0	0.13903935333333334
chr15	5700000	5850000	-0.06310976666666666	3	1.0	0.042645800000000005	3	1.0	0.10575556666666666
chr15	9150000	9300000	-0.05885903333333333	3	1.0	0.046648574333333324	3	1.0	0.10550760766666666
chr15	9900000	10050000	-0.06308756666666666	3	1.0	0.08727063333333333	3	1.0	0.1503582
chr15	14850000	15000000	-0.09575856666666667	3	1.0	0.009611457666666667	3	1.0	0.10537002433333334
chr15	15000000	15150000	-0.14921813333333334	3	1.0	-0.033196	3	1.0	0.11602213333333333
chr15	16950000	17100000	-0.10781033333333333	3	1.0	0.02059706666666667	3	1.0	0.1284074
chr15	17400000	17550000	-0.1660453333333333	3	1.0	-0.05196395	3	1.0	0.11408138333333329
chr15	18300000	18450000	-0.10324916666666667	3	1.0	0.004294566666666663	3	1.0	0.10754373333333334
chr15	19050000	19200000	-0.1119974	3	1.0	-0.010778254333333332	3	1.0	0.10121914566666666
chr15	19500000	19650000	-0.07411456666666667	3	1.0	0.0414959	3	1.0	0.11561046666666668
chr15	19650000	19800000	-0.09938483333333334	3	1.0	0.023799699999999997	3	1.0	0.12318453333333333
chr15	19800000	19950000	-0.09464996666666667	3	1.0	0.018557633333333334	3	1.0	0.1132076
chr15	24150000	24300000	-0.118932	3	1.0	-0.0010482666666666652	3	1.0	0.11788373333333334
chr15	24600000	24750000	-0.04889156666666667	3	1.0	0.06776173333333332	3	1.0	0.11665329999999999
chr15	32850000	33000000	-0.04001866666666667	3	1.0	0.08064116666666667	3	1.0	0.12065983333333333
chr15	33000000	33150000	-0.01016881	3	1.0	0.11202913333333332	3	1.0	0.12219794333333332
chr15	33150000	33300000	-0.02823235	3	1.0	0.10293096666666667	3	1.0	0.13116331666666667
chr15	45300000	45450000	-0.12775086666666666	3	1.0	-0.010727299999999999	3	1.0	0.11702356666666666
chr15	45750000	45900000	-0.06874549999999999	3	1.0	0.11187623333333331	3	1.0	0.1806217333333333
chr15	46200000	46350000	-0.14469623333333334	3	1.0	-0.02221085666666667	3	1.0	0.12248537666666667
chr15	46950000	47100000	-0.09393563333333332	3	1.0	0.024244066666666668	3	1.0	0.1181797
chr15	47400000	47550000	-0.08340906666666667	3	1.0	0.03779526666666666	3	1.0	0.12120433333333333
chr15	48900000	49050000	-0.05421953333333333	3	1.0	0.09954233333333333	3	1.0	0.15376186666666666
chr15	56100000	56250000	-0.06394466666666668	3	1.0	0.04438663333333334	3	1.0	0.10833130000000002
chr15	63000000	63150000	-0.08551466666666667	3	1.0	0.015933066666666666	3	1.0	0.10144773333333333
chr15	103800000	103950000	-0.04201353333333333	3	1.0	0.10352910000000001	3	1.0	0.14554263333333334
chr16	3000000	3150000	0.024521362999999997	3	1.0	0.18698876	3	1.0	0.162467397
chr16	3300000	3450000	0.0027652333333333338	3	1.0	0.23138399999999998	3	1.0	0.22861876666666664
chr16	3450000	3600000	-0.0304175	3	1.0	0.12344733333333333	3	1.0	0.15386483333333334
chr16	14550000	14700000	-0.023014833333333328	3	1.0	0.1324975	3	1.0	0.1555123333333333
chr16	15150000	15300000	-0.003323633333333331	3	1.0	0.11869233333333333	3	1.0	0.12201596666666666
chr16	15300000	15450000	0.006745849999999999	3	1.0	0.12141053999999998	3	1.0	0.11466468999999999
chr16	15450000	15600000	-0.014507632333333331	3	1.0	0.15077986666666665	3	1.0	0.16528749899999998
chr16	15900000	16050000	-0.0204031	3	1.0	0.08902148000000001	3	1.0	0.10942458000000002
chr16	16050000	16200000	-0.0031763900000000003	3	1.0	0.14071066666666665	3	1.0	0.14388705666666665
chr16	16650000	16800000	-0.020004883333333334	3	1.0	0.16188590000000003	3	1.0	0.18189078333333336
chr16	19050000	19200000	-0.006720856666666669	3	1.0	0.221977	3	1.0	0.22869785666666667
chr16	19200000	19350000	-0.0387329	3	1.0	0.1574481666666667	3	1.0	0.19618106666666668
chr16	19350000	19500000	-0.098492	3	1.0	0.06786276666666667	3	1.0	0.16635476666666665
chr16	19500000	19650000	-0.008040386666666666	3	1.0	0.14372576666666667	3	1.0	0.15176615333333335
chr16	19650000	19800000	-0.028678199999999997	3	1.0	0.15951356666666666	3	1.0	0.18819176666666665
chr16	27600000	27750000	-0.10757259999999999	3	1.0	0.002519433333333333	3	1.0	0.11009203333333333
chr16	47100000	47250000	-0.09171106666666666	3	1.0	0.0243292	3	1.0	0.11604026666666666
chr16	47700000	47850000	-0.06879603333333333	3	1.0	0.035455233333333336	3	1.0	0.10425126666666666
chr16	48000000	48150000	0.0038190666666666675	3	1.0	0.17603100000000002	3	1.0	0.17221193333333334
chr16	53700000	53850000	-0.11285213333333333	3	1.0	0.011807966666666662	3	1.0	0.1246601
chr16	54450000	54600000	-0.12723633333333334	3	1.0	-0.02398956	3	1.0	0.10324677333333335
chr16	54750000	54900000	-0.10868096666666667	3	1.0	0.0031203866666666634	3	1.0	0.11180135333333334
chr16	58800000	58950000	-0.08073466666666666	3	1.0	0.14770433333333335	3	1.0	0.228439
chr16	58950000	59100000	-0.09682553333333334	3	1.0	0.0080286	3	1.0	0.10485413333333334
chr16	59100000	59250000	-0.105194	3	1.0	0.07440677333333333	3	1.0	0.17960077333333332
chr16	59250000	59400000	-0.08524663333333334	3	1.0	0.06997410000000001	3	1.0	0.15522073333333336
chr16	60900000	61050000	-0.0950726	3	1.0	0.0478434	3	1.0	0.142916
chr16	61050000	61200000	-0.1334953	3	1.0	-0.009532200000000003	3	1.0	0.1239631
chr16	61200000	61350000	-0.09056316666666665	3	1.0	0.04246614333333334	3	1.0	0.13302930999999998
chr16	61650000	61800000	-0.14779266666666668	3	1.0	-0.0313257	3	1.0	0.11646696666666669
chr16	61950000	62100000	-0.12460076666666668	3	1.0	-0.006624	3	1.0	0.11797676666666668
chr16	62250000	62400000	-0.05514406666666667	3	1.0	0.05031856666666667	3	1.0	0.10546263333333333
chr16	68850000	69000000	-0.124317	3	1.0	0.0033125	3	1.0	0.1276295
chr16	69300000	69450000	-0.11293029999999998	3	1.0	0.00032691333333333204	3	1.0	0.11325721333333331
chr16	81600000	81750000	-0.13561863333333332	3	1.0	-0.012465333333333332	3	1.0	0.1231533
chr16	89100000	89250000	-0.06343996666666667	3	1.0	0.055337703333333335	3	1.0	0.11877767
chr16	97950000	98100000	-0.00037873333333333296	3	1.0	0.10972126666666666	3	1.0	0.1101
chr17	16200000	16350000	-0.08460236666666666	3	1.0	0.04578596666666668	3	1.0	0.13038833333333333
chr17	16650000	16800000	-0.0671681	3	1.0	0.0499459	3	1.0	0.117114
chr17	16950000	17100000	-0.04634520999999999	3	1.0	0.12108856666666666	3	1.0	0.16743377666666664
chr17	17100000	17250000	-0.007664484333333333	3	1.0	0.0948738	3	1.0	0.10253828433333333
chr17	17250000	17400000	-0.03901506666666667	3	1.0	0.0735143	3	1.0	0.11252936666666667
chr17	18000000	18150000	-0.054061733333333334	3	1.0	0.13424473333333334	3	1.0	0.18830646666666667
chr17	18150000	18300000	-0.11583433333333334	3	1.0	0.08827296666666666	3	1.0	0.2041073
chr17	18300000	18450000	-0.11909146666666667	3	1.0	0.05759386666666665	3	1.0	0.17668533333333333
chr17	18450000	18600000	-0.09330243333333332	3	1.0	0.029567833333333335	3	1.0	0.12287026666666666
chr17	18750000	18900000	-0.09245803333333334	3	1.0	0.04209023333333333	3	1.0	0.13454826666666667
chr17	18900000	19050000	-0.07852543333333334	3	1.0	0.03281091666666667	3	1.0	0.11133635
chr17	19050000	19200000	-0.176286	3	1.0	0.014498100000000002	3	1.0	0.1907841
chr17	19200000	19350000	-0.12722333333333333	3	1.0	-0.011248999999999999	3	1.0	0.11597433333333333
chr17	19350000	19500000	-0.10611620000000001	3	1.0	0.09384276666666667	3	1.0	0.19995896666666668
chr17	19650000	19800000	-0.12708033333333332	3	1.0	0.06133109999999999	3	1.0	0.18841143333333332
chr17	19800000	19950000	-0.08961953333333333	3	1.0	0.04527589666666667	3	1.0	0.13489543
chr17	19950000	20100000	-0.0768884	3	1.0	0.0732186	3	1.0	0.150107
chr17	20100000	20250000	-0.14921933333333334	3	1.0	-0.006334366666666665	3	1.0	0.14288496666666667
chr17	20250000	20400000	-0.07842682333333334	3	1.0	0.15288606666666668	3	1.0	0.23131289000000002
chr17	20400000	20550000	-0.14198233333333332	3	1.0	0.016795436666666663	3	1.0	0.15877776999999998
chr17	20550000	20700000	-0.14958543333333332	3	1.0	-0.04298696666666667	3	1.0	0.10659846666666666
chr17	20700000	20850000	-0.05986443333333334	3	1.0	0.14369496666666667	3	1.0	0.2035594
chr17	20850000	21000000	-0.08749296666666667	3	1.0	0.048373866666666675	3	1.0	0.13586683333333335
chr17	21150000	21300000	0.0023920333333333323	3	1.0	0.1126402	3	1.0	0.11024816666666666
chr17	21900000	22050000	-0.0037647999999999987	3	1.0	0.17661183333333333	3	1.0	0.1803766333333333
chr17	22050000	22200000	-0.027564456666666664	3	1.0	0.14164116666666665	3	1.0	0.1692056233333333
chr17	22200000	22350000	-0.06143456666666666	3	1.0	0.10810873333333335	3	1.0	0.1695433
chr17	22350000	22500000	-0.04683166666666667	3	1.0	0.10653973066666668	3	1.0	0.15337139733333335
chr17	22500000	22650000	-0.044244113333333335	3	1.0	0.17001466666666665	3	1.0	0.21425877999999998
chr17	22800000	22950000	-0.050095200000000006	3	1.0	0.0632985	3	1.0	0.1133937
chr17	23100000	23250000	-0.054042033333333336	3	1.0	0.07742186666666666	3	1.0	0.1314639
chr17	23250000	23400000	-0.02916243866666667	3	1.0	0.13527956666666668	3	1.0	0.16444200533333336
chr17	23400000	23550000	-0.0030477433333333313	3	1.0	0.16618733333333335	3	1.0	0.16923507666666668
chr17	33150000	33300000	0.0036318666666666673	3	1.0	0.10829347666666667	3	1.0	0.10466161
chr17	33300000	33450000	0.04882013333333333	3	1.0	0.17202279999999998	3	1.0	0.12320266666666665
chr17	36150000	36300000	0.13764846666666666	3	1.0	0.2574063333333333	3	1.0	0.11975786666666663
chr17	37350000	37500000	-0.055944	3	1.0	0.10845443333333332	3	1.0	0.16439843333333332
chr17	37500000	37650000	-0.06745023333333333	3	1.0	0.09991413333333334	3	1.0	0.16736436666666665
chr17	37650000	37800000	-0.06640103333333333	3	1.0	0.11484543333333333	3	1.0	0.18124646666666666
chr17	37800000	37950000	-0.08135490000000001	3	1.0	0.020893726666666664	3	1.0	0.10224862666666668
chr17	37950000	38100000	-0.09866773333333333	3	1.0	0.011188073333333333	3	1.0	0.10985580666666667
chr17	38100000	38250000	-0.06367369333333334	3	1.0	0.11935149999999999	3	1.0	0.18302519333333334
chr17	38250000	38400000	-0.055422563333333334	3	1.0	0.11663113333333332	3	1.0	0.17205369666666664
chr17	38400000	38550000	-0.05959199999999999	3	1.0	0.054885236666666656	3	1.0	0.11447723666666665
chr17	38550000	38700000	-0.1280851	3	1.0	0.030993346666666668	3	1.0	0.15907844666666668
chr17	38700000	38850000	-0.11549266666666665	3	1.0	0.059493199999999996	3	1.0	0.17498586666666666
chr17	38850000	39000000	-0.062157366666666665	3	1.0	0.162448	3	1.0	0.22460536666666667
chr17	39000000	39150000	-0.1041244	3	1.0	0.03658599	3	1.0	0.14071039000000002
chr17	39150000	39300000	-0.08458933333333334	3	1.0	0.06618953333333334	3	1.0	0.15077886666666668
chr17	39300000	39450000	-0.08318343333333333	3	1.0	0.0835809	3	1.0	0.16676433333333335
chr17	39450000	39600000	-0.07680586666666667	3	1.0	0.16703266666666666	3	1.0	0.24383853333333333
chr17	39600000	39750000	-0.06529443333333335	3	1.0	0.17872533333333335	3	1.0	0.2440197666666667
chr17	39750000	39900000	-0.07254486666666667	3	1.0	0.088604	3	1.0	0.16114886666666667
chr17	39900000	40050000	-0.08054706666666667	3	1.0	0.04512016666666666	3	1.0	0.12566723333333332
chr17	40050000	40200000	-0.07416916666666666	3	1.0	0.09457694333333333	3	1.0	0.16874611
chr17	40350000	40500000	-0.041247566666666666	3	1.0	0.10921553333333335	3	1.0	0.15046310000000002
chr17	40500000	40650000	-0.04558416666666667	3	1.0	0.10201599999999998	3	1.0	0.14760016666666664
chr17	40650000	40800000	-0.06326933333333333	3	1.0	0.1210036	3	1.0	0.18427293333333333
chr17	41850000	42000000	-0.05929173333333333	3	1.0	0.06237056666666668	3	1.0	0.12166230000000001
chr17	53100000	53250000	0.011011653333333333	3	1.0	0.11874096666666664	3	1.0	0.10772931333333331
chr17	54750000	54900000	-0.09275670000000001	3	1.0	0.030864833333333334	3	1.0	0.12362153333333334
chr17	55650000	55800000	-0.04921523333333333	3	1.0	0.08047416666666667	3	1.0	0.1296894
chr17	55800000	55950000	-0.019643753333333337	3	1.0	0.09335199999999999	3	1.0	0.11299575333333332
chr17	57750000	57900000	-0.0908782	3	1.0	0.033699066666666666	3	1.0	0.12457726666666667
chr17	60150000	60300000	-0.10197066666666665	3	1.0	0.005569833333333323	3	1.0	0.10754049999999998
chr17	61200000	61350000	-0.15472466666666668	3	1.0	-0.05392676666666666	3	1.0	0.10079790000000002
chr17	61650000	61800000	-0.09849436666666665	3	1.0	0.005835633333333335	3	1.0	0.10432999999999999
chr17	76200000	76350000	-0.08683173333333334	3	1.0	0.03795637666666667	3	1.0	0.12478811000000001
chr17	91800000	91950000	-0.11663396666666667	3	1.0	0.0032192333333333346	3	1.0	0.11985320000000001
chr17	92100000	92250000	-0.10283246666666666	3	1.0	-0.0009764499999999998	3	1.0	0.10185601666666666
chr17	92250000	92400000	-0.10062466666666667	3	1.0	0.034849033333333335	3	1.0	0.1354737
chr17	93000000	93150000	-0.09932913333333333	3	1.0	0.007044533333333332	3	1.0	0.10637366666666667
chr17	93900000	94050000	-0.11852033333333335	3	1.0	0.003029726666666672	3	1.0	0.12155006000000003
chr17	94500000	94650000	-0.028411993333333333	3	1.0	0.12797221333333333	3	1.0	0.15638420666666666
chr18	3000000	3150000	0.04243480000000001	3	1.0	0.27134433333333335	3	1.0	0.22890953333333336
chr18	3150000	3300000	0.004964399999999999	3	1.0	0.1685062666666667	3	1.0	0.1635418666666667
chr18	3600000	3750000	0.05248614533333333	3	1.0	0.18004399999999998	3	1.0	0.12755785466666664
chr18	6750000	6900000	-0.016745366666666664	3	1.0	0.10379476666666666	3	1.0	0.12054013333333333
chr18	7200000	7350000	-0.04255219999999999	3	1.0	0.10822983333333332	3	1.0	0.15078203333333332
chr18	7350000	7500000	-0.02551120666666667	3	1.0	0.09602373333333335	3	1.0	0.12153494000000002
chr18	8250000	8400000	-0.03991853333333334	3	1.0	0.07516932666666666	3	1.0	0.11508786
chr18	18600000	18750000	-0.11433806666666665	3	1.0	-0.014195493333333331	3	1.0	0.10014257333333332
chr18	18900000	19050000	-0.06235260000000001	3	1.0	0.051494533333333335	3	1.0	0.11384713333333335
chr18	19200000	19350000	-0.10409406666666668	3	1.0	0.02144683333333334	3	1.0	0.1255409
chr18	19800000	19950000	-0.07366746666666665	3	1.0	0.035469900000000006	3	1.0	0.10913736666666665
chr18	23100000	23250000	-0.02073793333333333	3	1.0	0.08993063333333334	3	1.0	0.11066856666666668
chr18	36900000	37050000	-0.0283809	3	1.0	0.07538600333333333	3	1.0	0.10376690333333333
chr18	37200000	37350000	-0.04404980333333333	3	1.0	0.09961160000000001	3	1.0	0.14366140333333333
chr18	37350000	37500000	0.0016577333333333323	3	1.0	0.1369439	3	1.0	0.13528616666666668
chr18	37500000	37650000	0.004257766666666669	3	1.0	0.12954916666666666	3	1.0	0.1252914
chr18	50550000	50700000	-0.0870893	3	1.0	0.020665300000000004	3	1.0	0.1077546
chr18	60300000	60450000	0.010666300000000002	3	1.0	0.13580296666666666	3	1.0	0.12513666666666667
chr18	85500000	85650000	-0.07144029333333334	3	1.0	0.039764833333333326	3	1.0	0.11120512666666665
chr18	85650000	85800000	-0.10927746666666666	3	1.0	0.005748266666666668	3	1.0	0.11502573333333332
chr18	86100000	86250000	-0.09189720000000001	3	1.0	0.012902366666666666	3	1.0	0.10479956666666668
chr18	88200000	88350000	-0.11495203333333334	3	1.0	0.016702333333333336	3	1.0	0.1316543666666667
chr18	89250000	89400000	-0.16067900000000002	3	1.0	-0.033581976666666666	3	1.0	0.12709702333333334
chr18	89550000	89700000	-0.11234353333333333	3	1.0	0.012558166666666665	3	1.0	0.12490169999999999
chr18	90000000	90150000	-0.05778350000000001	3	1.0	0.11469476666666667	3	1.0	0.17247826666666669
chr18	90150000	90300000	-0.04231165	3	1.0	0.19846166666666668	3	1.0	0.24077331666666668
chr18	90300000	90450000	0.01677147	3	1.0	0.26860199999999995	3	1.0	0.25183052999999994
chr19	7650000	7800000	0.028739933333333332	3	1.0	0.18553833333333333	3	1.0	0.1567984
