gene,Mecp2_ratio,GFP_ratio,Mecp2_log_ratio,GFP_log_ratio,log_ratio_change,chromosome
Igfbp3,0.9856467430128946,0.8965118986676699,-0.0208574192991059,-0.157605363957768,0.1367479446586622,chr11
Tns3,0.9903268137961432,0.9300701850097354,-0.0140233930923588,-0.1045885058226963,0.0905651127303374,chr11
Vwc2,1.0267766573241075,1.0518676018923536,0.0381224032605363,0.0729531246739434,-0.034830721413407,chr11
Grb10,0.9551951689000566,0.9565050708128624,-0.0661325549990036,-0.0641554779969175,-0.001977077002086,chr11
Ppp3r1,1.0579677532676015,0.9873821039869742,0.0812956549473033,-0.0183195979987708,0.0996152529460741,chr11
Etaa1os,0.9582690948419834,0.9727301795950568,-0.0614972538737081,-0.0398884158251787,-0.0216088380485293,chr11
Actr2,0.9958505087037836,1.0414931712731812,-0.0059989053434921,0.0586533801345708,-0.064652285478063,chr11
Lgalsl,0.909524124440976,0.9291489126091936,-0.1368161901059515,-0.1060182622554408,-0.0307979278505106,chr11
Cct4,0.9243618738395576,0.991806980167508,-0.1134703391460081,-0.0118687160598631,-0.1016016230861449,chr11
Rel,0.952015441091822,1.0444562706833236,-0.0709431215579893,0.0627520908837398,-0.1336952124417291,chr11
Bcl11a,1.0589077156313824,0.9746543828463332,0.082576863171307,-0.0370373719735769,0.1196142351448839,chr11
Fancl,1.1698581347444297,2.131441800003384,0.2263335890309482,1.091829662389423,-0.8654960733584748,chr11
Vrk2,1.2762513657110863,1.3581656910399738,0.3519125049256489,0.4416594936179997,-0.0897469886923508,chr11
Ccdc85a,0.9033938817895466,1.094348810587373,-0.1465729516917092,0.1300726532102229,-0.2766456049019322,chr11
Ppp4r3b,0.9318945695213892,1.331799734850997,-0.1017613509869038,0.413377158040504,-0.5151385090274079,chr11
Eml6,1.0442351118909234,0.956162108939454,0.0624465745236887,-0.0646728595931732,0.127119434116862,chr11
Fem1al,0.9006039893009168,1.040008390831688,-0.1510352266547485,0.0565951681379362,-0.2076303947926847,chr11
Sptbn1,1.0076599265497328,1.088116696393774,0.0110088282618673,0.121833288463641,-0.1108244602017737,chr11
Acyp2,1.1766120438954264,1.199060281743433,0.2346387089818015,0.2619041908506725,-0.027265481868871,chr11
Gpr75,0.9849154223082998,1.2452619854307396,-0.0219282536232649,0.3164492967669971,-0.338377550390262,chr11
Asb3,0.9771672794665752,1.2388139010445447,-0.0333225392453968,0.3089594770624969,-0.3422820163078937,chr11
Erlec1,0.8560260869617567,0.9042680003091303,-0.2242733321898062,-0.1451776835122605,-0.0790956486775456,chr11
Snrnp25,0.8543890969917421,0.7556134614884978,-0.2270348582274254,-0.4042796908719004,0.177244832644475,chr11
Nprl3,1.0081765211990117,0.9004432460031148,0.0117482618164217,-0.1512927474511664,0.1630410092675882,chr11
Stk10,0.8263686720152946,0.8257919415558613,-0.2751425328248523,-0.2761497547628596,0.0010072219380072,chr11
Ranbp17,0.9908705569241696,0.99421780892941,-0.013231492653149,-0.0083661490962494,-0.0048653435568996,chr11
Spdl1,0.8861907100830607,0.9182953457255748,-0.1743108917233408,-0.1229698614167851,-0.0513410303065557,chr11
Tenm2,1.01272604696213,0.930535872142938,0.0182439627457842,-0.1038663276602384,0.1221102904060227,chr11
Ccnjl,1.051563572654337,0.92960818059307,0.0725360713542685,-0.1053053303089437,0.1778414016632122,chr11
Pwwp2a,0.8877995335570845,1.0869093705483703,-0.1716941442048222,0.1202316495543247,-0.2919257937591469,chr11
Adra1b,1.1400343249996223,1.1631042449623743,0.1890772627770576,0.2179804063127856,-0.028903143535728,chr11
Med7,1.1044105159668145,1.1010232065580905,0.1432765301455956,0.1388448772886917,0.0044316528569039,chr11
Tbc1d9b,0.8301078170488507,0.84947453972367,-0.268629364428059,-0.2353573869891656,-0.0332719774388934,chr11
Mgat4b,0.7633021972045613,0.7837374781224872,-0.3896737506802452,-0.3515576069183381,-0.038116143761907,chr11
Canx,0.9290048019880108,1.0957895834307043,-0.1062420410282125,0.1319707945711924,-0.2382128355994049,chr11
Clk4,0.8545449905644442,1.0526973674762314,-0.2267716451678869,0.0740907457713325,-0.3008623909392195,chr11
Col23a1,0.9560756477291312,1.0871354640288426,-0.0648033215705207,0.1205317205915387,-0.1853350421620594,chr11
Zcchc10,0.8776463835036062,1.0673737289716054,-0.1882883208756134,0.0940654081488109,-0.2823537290244243,chr11
Aff4,0.9752746072040426,0.8833362431379485,-0.0361196004651294,-0.1789653886448206,0.1428457881796911,chr11
Kif3a,0.9943731650420088,0.7528263292880442,-0.00814073170614,-0.409611009237173,0.401470277531033,chr11
Irf1,0.9106967753673776,0.7524607848224513,-0.1349573191189816,-0.410311698418869,0.2753543792998874,chr11
Acsl6,0.8464635474616352,0.9347516059669349,-0.2404801543845073,-0.0973450501534314,-0.1431351042310759,chr11
Fnip1,0.9412114810708868,1.0322959741597943,-0.0874091759581645,0.0458566715684521,-0.1332658475266166,chr11
Tnip1,0.7902710509303423,0.7384190643569979,-0.339580534301006,-0.4374882942083224,0.0979077599073164,chr11
Mfap3,0.967294096037987,0.9093743306897112,-0.0479735015778808,-0.137053813819342,0.0890803122414612,chr11
Sap30l,0.8903011911742971,0.8256720844409716,-0.1676346088033528,-0.2763591656405393,0.1087245568371864,chr11
Cnot8,0.8207572255041516,0.8146144436767377,-0.2849725493238029,-0.2958107003397171,0.0108381510159142,chr11
Zfp39,0.8269201111131006,0.7133875466010396,-0.2741801377618998,-0.4872420635706371,0.2130619258087373,chr11
Mrpl55,1.074062075690434,0.8182810869087745,0.1030773766592052,-0.2893315878682272,0.3924089645274324,chr11
Arf1,0.8770715212763102,0.8179943242937224,-0.1892336020651722,-0.2898372619180249,0.1006036598528526,chr11
Zfp867,0.8800521764305752,0.8576619680004064,-0.1843390342667912,-0.2215189473739838,0.0371799131071926,chr11
Rai1,0.7776938106676962,0.8074980420831166,-0.3627258378496394,-0.3084693331370259,-0.0542565047126135,chr11
Atpaf2,1.1033352566600272,1.057495910023484,0.1418712312099453,0.0806520835813975,0.0612191476285478,chr11
Shmt1,1.036398831278093,0.8734089575412239,0.0515792937392418,-0.1952707676459587,0.2468500613852005,chr11
Tmem11,0.8763975134036545,0.8482505657345134,-0.1903427039016569,-0.2374376077558793,0.0470949038542223,chr11
Natd1,0.8831728845690057,0.886003633649866,-0.1792322161344449,-0.1746154793600119,-0.004616736774433,chr11
Map2k3os,0.8636803221337376,0.715769117404127,-0.2114306748763849,-0.4824337963538946,0.2710031214775096,chr11
Kcnj12,0.7466553609590687,0.8157947968746811,-0.4214856132754704,-0.29372178921198,-0.1277638240634904,chr11
Specc1,0.8010839669722386,0.9175365966140562,-0.3199746258045074,-0.1241623928435993,-0.195812232960908,chr11
Lrrc75a,1.0278479069258566,0.9068774424878252,0.0396268013437007,-0.1410205001004514,0.1806473014441521,chr11
Hs3st3b1,0.9032313833586734,0.7879142961417321,-0.146832480533166,-0.3438893830428453,0.1970569025096792,chr11
2810001G20Rik,0.9287831651393568,1.0679755487565727,-0.106586272328669,0.0948786169772922,-0.2014648893059613,chr11
Hs3st3a1,1.006029789207853,1.086895855080234,0.0086730249308657,0.1202137098616367,-0.111540684930771,chr11
Shisa6,1.063875793208659,0.953474162626182,0.0893297269840191,-0.0687342501680199,0.158063977152039,chr11
Gas7,0.8209160602706014,0.8485469599536758,-0.2846933827775986,-0.2369335918458968,-0.0477597909317017,chr11
Ndel1,0.9624401322432762,0.9530346760642038,-0.0552312929997264,-0.0693993874932363,0.0141680944935099,chr11
Vamp2,0.7796589732676833,0.9767423327434744,-0.3590848749649614,-0.0339500693377763,-0.3251348056271851,chr11
Aloxe3,0.8141966836087745,0.6809240407884614,-0.296550749792292,-0.5544342248290159,0.2578834750367239,chr11
Fgf11,0.7038582772007561,0.7393710205204638,-0.5066431253467994,-0.4356295963591525,-0.0710135289876469,chr11
Tmem102,0.7372423805858472,0.7481121456906469,-0.439789087804238,-0.418673541479749,-0.021115546324489,chr11
Mink1,0.7635986299949526,0.8567281606996007,-0.3891135805442295,-0.2230905841592132,-0.1660229963850163,chr11
Rabep1,0.7354329447824021,1.0923873075269714,-0.4433342892876714,0.1274844566066511,-0.5708187458943225,chr11
6330403K07Rik,0.9190790197391332,0.9512449462203532,-0.1217391893198582,-0.0721112110093681,-0.0496279783104901,chr11
Wscd1,0.9433560826211784,0.7944595968467145,-0.0841256562622111,-0.3319542433576761,0.247828587095465,chr11
Txndc17,0.7827779943731227,0.9753517077729306,-0.3533248957123855,-0.0360055523693067,-0.3173193433430787,chr11
Spns2,0.9280737257112678,0.7386655171313158,-0.1076886780116916,-0.4370068645013479,0.3293181864896563,chr11
Ncbp3,0.8169362227691304,0.8150463536156191,-0.2917046415913139,-0.2950459837280646,0.0033413421367507,chr11
Haspin,0.8757086094892453,0.8796265582045174,-0.191477199465821,-0.1850369313362208,-0.0064402681296001,chr11
P2rx5,0.7468169406633316,0.9092047791423415,-0.4211734411130478,-0.1373228273320911,-0.2838506137809567,chr11
Shpk,0.9132700657833668,0.7936939909748975,-0.1308865479829265,-0.3333452119498557,0.2024586639669292,chr11
Smg6,1.0373642469179498,1.0213405456077085,0.0529225527366469,0.0304639842790531,0.0224585684575937,chr11
Ovca2,0.8165256748140882,0.7639225175671966,-0.2924298443182761,-0.3885017775560609,0.0960719332377847,chr11
Rflnb,0.9048392323149774,0.9380373557675656,-0.1442666113606939,-0.0922827180875394,-0.0519838932731544,chr11
Abr,0.7852186082362849,0.7623119385248701,-0.3488337324601188,-0.3915466246312212,0.0427128921711023,chr11
Bhlha9,0.7734355641226861,0.7510651525043144,-0.3706469909220495,-0.4129900325301502,0.0423430416081007,chr11
Blmh,0.9148751439358336,1.0180512455032116,-0.128353227463859,0.0258101839799902,-0.1541634114438492,chr11
Slc6a4,0.889738702817225,0.7254624169634349,-0.1685463852113485,-0.4630272183829685,0.29448083317162,chr11
Nsrp1,0.9582031418707186,0.7835451227800967,-0.0615965509287767,-0.3519117359054,0.2903151849766233,chr11
Ssh2,1.1187124273361944,1.2740125679706653,0.16183922936594,0.3493795096660492,-0.1875402803001091,chr11
Myo18a,0.966350128686128,0.7879903869033732,-0.0493820927841232,-0.3437500652709732,0.29436797248685,chr11
Slc46a1,0.8191917694480678,0.873879306179662,-0.2877268744665722,-0.1944940558936475,-0.0932328185729247,chr11
Myo1d,0.9954076872116286,0.922057011141556,-0.0066405663622116,-0.1170721390826616,0.11043157272045,chr11
Tmem98,0.8633213415766642,0.8893684886089306,-0.212030442077317,-0.1691468057061406,-0.0428836363711764,chr11
Rffl,0.9669730552441672,0.8792408558167324,-0.0484524053995301,-0.1856696691157716,0.1372172637162415,chr11
Rasl10b,0.7660930945394185,0.8089101701723315,-0.3844083778420606,-0.3059485952513174,-0.0784597825907432,chr11
1700020L24Rik,0.9420620969090244,0.8189057280275304,-0.0861059353146574,-0.2882307157137855,0.202124780399128,chr11
Dusp14,0.9368463638024254,0.8357819433869035,-0.0941156194189961,-0.2588015045299447,0.1646858851109486,chr11
Lhx1,0.8423802382687495,0.7599401545455394,-0.2474565028804363,-0.3960422844099263,0.1485857815294899,chr11
Lhx1os,0.81727278308095,0.8464094328215678,-0.2911104043818152,-0.2405723892111017,-0.0505380151707134,chr11
Car4,0.876148434548004,0.8301511140651499,-0.1907527871096627,-0.2685541178631485,0.0778013307534858,chr11
Ppm1e,0.9925380584991668,1.2144581805210717,-0.0108056719715074,0.2803128120868942,-0.2911184840584017,chr11
Septin4,0.8508028445936097,1.048800055108329,-0.233103238041253,0.0687396664775214,-0.3018429045187744,chr11
Mtmr4,0.7830756876572702,0.7326022774159107,-0.3527763379066995,-0.448897908976662,0.0961215710699625,chr11
Supt4a,0.8100829362167834,0.6584422311073039,-0.3038584763425802,-0.6028712247183702,0.29901274837579,chr11
Stxbp4,0.9369201241445684,1.0767576735393878,-0.0940020367708234,0.1066936050172205,-0.200695641788044,chr11
Tom1l1,0.9595039352834596,0.8774926983693888,-0.0596393714241959,-0.1885409741084545,0.1289016026842585,chr11
Car10,1.1814790597570657,1.0804944249553388,0.2405940595679123,0.111691628319553,0.1289024312483592,chr11
Luc7l3,0.928096783340998,0.9398463539201732,-0.1076528352613562,-0.0895031706027063,-0.0181496646586499,chr11
Spata20,0.9877313728938166,0.693798844376872,-0.0178093604544588,-0.5274106572799947,0.5096012968255358,chr11
Lrrc59,0.9637076255152768,0.7886400412839913,-0.0533325741559061,-0.342561133242899,0.2892285590869929,chr11
Xylt2,0.963713832295522,0.8720435690017586,-0.0533232824765557,-0.1975278782194226,0.1442045957428668,chr11
Ngfr,0.8294755848440286,0.8825764553892274,-0.2697285780134346,-0.1802068340297034,-0.0895217439837311,chr11
Phospho1,0.95032953866213,0.8643649810807295,-0.0735002221232175,-0.2102874709136494,0.1367872487904319,chr11
Mir152,0.8394916721206285,0.7482594476564377,-0.2524120813985095,-0.4183895053256401,0.1659774239271305,chr11
Mrpl10,0.8467620482328145,0.7536838760016908,-0.2399714855008828,-0.407968566298004,0.1679970807971212,chr11
Tbkbp1,0.9162319669034916,0.9442498051632112,-0.1262151962001773,-0.0827595139080122,-0.043455682292165,chr11
Fbxl20,0.9272337646023676,0.8890152686000894,-0.1089949928036825,-0.1697198977170558,0.0607249049133732,chr11
Cdk12,0.7914330347762202,0.8030385785571558,-0.3374608095702291,-0.3164587973612504,-0.0210020122089786,chr11
Tcap,0.8325380250049823,0.741053642695141,-0.2644119281289201,-0.4323501161225513,0.1679381879936312,chr11
Pnmt,0.8063769609703566,0.7400411666638446,-0.3104736747606381,-0.4343225683486639,0.1238488935880258,chr11
Erbb2,0.9355040607011064,0.7959104886637783,-0.0961841791651468,-0.3293219063574661,0.2331377271923193,chr11
Rapgefl1,0.9976842128822946,0.7905771246428757,-0.0033448490662232,-0.3390218835215587,0.3356770344553355,chr11
Cnp,0.848427247185056,0.7535270582869353,-0.2371371412188676,-0.408268776620356,0.1711316354014884,chr11
Nkiras2,1.0729848856340098,0.9250743487714026,0.1016297540306528,-0.1123587743467327,0.2139885283773855,chr11
Gjc1,1.1561023061422009,0.9070675624557948,0.2092690708777215,-0.1407180817413276,0.3499871526190491,chr11
Kif18b,0.9993453298277386,0.94238760587408,-0.0009447987104622,-0.0856075296807714,0.0846627309703091,chr11
C1ql1,0.9249349265021332,0.7892661536593273,-0.1125762260314715,-0.3414162118664082,0.2288399858349367,chr11
Plcd3,0.7562780141454352,0.8382720002212393,-0.403011416131591,-0.2545096532314664,-0.1485017629001245,chr11
Spata32,0.9186884337231976,0.7615821540439002,-0.1223524296029568,-0.3929284221422617,0.2705759925393049,chr11
Mrc2,0.9591461434932746,0.8209203905693981,-0.0601774418655588,-0.2846857726400645,0.2245083307745056,chr11
Tanc2,1.3111700699066708,1.1274654253110148,0.3908548275106175,0.1730831926849586,0.2177716348256588,chr11
Smurf2,1.011105077629562,0.8735920500405685,0.0159329350229855,-0.1949683675435556,0.2109013025665412,chr11
Bptf,0.970042687591416,0.8160354611527671,-0.0438798591119595,-0.2932962484287728,0.2494163893168132,chr11
Helz,0.8366653230444449,0.8693393475651742,-0.2572774534040802,-0.2020086503173059,-0.0552688030867742,chr11
Axin2,0.7819780010919039,0.795624362937791,-0.3548000732396963,-0.3298406410493071,-0.0249594321903892,chr11
Slc16a6,0.8822038394473545,0.6904533289312802,-0.1808160556773581,-0.5343841958203939,0.3535681401430357,chr11
Abca5,0.9817417885722594,1.015854388677951,-0.0265844688514305,0.0226936227918878,-0.0492780916433183,chr11
Sdk2,0.9655176966946936,0.9160692551558705,-0.0506253927288387,-0.1264714241928007,0.0758460314639619,chr11
Rab37,0.9129924598565844,0.962386721206702,-0.1313251494340893,-0.0553113582143984,-0.0760137912196909,chr11
Grin2c,0.8362712911943976,0.6857311611782319,-0.2579570581203488,-0.5442850118613084,0.2863279537409595,chr11
Kctd2,0.8030402451075104,0.8215232862836079,-0.3164558033314474,-0.2836266255796353,-0.0328291777518121,chr11
Mir3968,0.7135212766297849,0.7199133872083576,-0.4869716445407557,-0.4741047485565768,-0.0128668959841788,chr11
Gga3,0.8261397329761269,0.8786256588323512,-0.2755422756855709,-0.1866794632808859,-0.0888628124046849,chr11
Recql5,0.8147014432695139,0.8519186199315392,-0.2956566309144051,-0.2312124722163993,-0.0644441586980058,chr11
Ube2o,0.7688604917669702,0.8805751843611874,-0.3792062471484771,-0.1834819068736386,-0.1957243402748384,chr11
Mgat5b,0.8082042918495982,0.8868782742330952,-0.3072080821265801,-0.173191989471885,-0.1340160926546951,chr11
Septin9,0.7915768720506189,0.7684301146272564,-0.3371986339235118,-0.3800140358369865,0.0428154019134747,chr11
Tmc6,0.7937313970054186,0.6953375378640378,-0.3332772207294168,-0.5242146192240855,0.1909373984946686,chr11
Tmc8,0.849514293153839,0.7534230397100826,-0.2352898738007753,-0.4084679432489306,0.1731780694481552,chr11
Tha1,0.8388297510522977,0.7652691199151656,-0.2535500640031153,-0.3859609095784813,0.132410845575366,chr11
Engase,0.9353758967299411,0.828678888421059,-0.0963818417946228,-0.2711149266142326,0.1747330848196098,chr11
Aatk,0.7741061615673271,0.786021871043308,-0.3693966625434197,-0.3473586388834663,-0.0220380236599533,chr11
Nploc4,0.8374608468806567,0.7045524160344981,-0.2559063519896059,-0.5052210533062763,0.2493147013166703,chr11
Oxld1,0.835455412166316,0.8080239107011258,-0.2593652604525444,-0.3075301096583863,0.0481648492058419,chr11
Mir6936,0.8041429343678488,0.7164596228466127,-0.3144761353042191,-0.4810426933453192,0.1665665580411001,chr11
Ccdc57,0.8466803897313679,0.6846403623964555,-0.2401106202155133,-0.5465817471602628,0.3064711269447494,chr11
Csnk1d,0.7385238138701363,0.7528506699237293,-0.4372836531140438,-0.409564364286873,-0.0277192888271708,chr11
Rab40b,0.8927023302618988,0.8605508327172102,-0.1637489030191083,-0.2166676801430801,0.0529187771239717,chr11
Insr,0.8741445155235724,0.8231378650073283,-0.1940562858776532,-0.2807940111358487,0.0867377252581954,chr8
Zfp358,0.9907237252661724,0.9070236496789732,-0.0134452935377497,-0.1407879269011971,0.1273426333634474,chr8
Mcoln1,0.7721765393303773,0.7705775850601313,-0.3729973726535481,-0.3759878741026122,0.0029905014490641,chr8
Camsap3,0.974275298347379,1.0415761335998142,-0.0375986065208193,0.0587682964621239,-0.0963669029829433,chr8
Trappc5,0.8075977420637699,0.8958333740523823,-0.3082912177964254,-0.158697680443056,-0.1495935373533693,chr8
Timm44,0.9912503458170384,0.9653008659918684,-0.012678630758323,-0.0509494217049821,0.0382707909466591,chr8
Cers4,0.850258670259906,0.7707429780404473,-0.2340262824256437,-0.3756782543659682,0.1416519719403244,chr8
Efnb2,0.9571818666986762,1.1163844190913017,-0.0631350288422236,0.1588338945680579,-0.2219689234102815,chr8
Mir7654,0.8398162884230619,0.8206005844387775,-0.2518543250529803,-0.2852479131567612,0.0333935881037809,chr8
Myo16,0.9377847276553868,0.9571539569431676,-0.0926713107265259,-0.0631770959292732,-0.0294942147972527,chr8
Sox1ot,0.8099967749059481,0.8410271454383585,-0.3040119311326406,-0.2497757284648743,-0.0542362026677662,chr8
Lamp1,0.9506633690152388,0.8536814895870354,-0.0729935233365638,-0.2282301972960669,0.1552366739595031,chr8
Grtp1,0.9890866242048884,0.8628910844896668,-0.0158312171404724,-0.2127496232964991,0.1969184061560266,chr8
Champ1,0.8007846202004093,0.7168969589592229,-0.3205138287225366,-0.4801623225172193,0.1596484937946827,chr8
Coprs,1.1012696071203176,1.0882456581561504,0.1391677052691247,0.1220042641238967,0.0171634411452279,chr8
Fbxo25,1.3148867044845318,0.8310160139489914,0.3949384969169042,-0.2670518164209964,0.6619903133379006,chr8
Erich1,0.8647959343336076,0.8046756807432381,-0.2095683543431641,-0.3135206632892885,0.1039523089461244,chr8
Cln8,1.0229462040527662,0.8219616505578491,0.0327302768652421,-0.2828570097889804,0.3155872866542225,chr8
Csmd1,1.0364243804543578,1.0979292557164873,0.0516148584412283,0.1347850983184448,-0.0831702398772165,chr8
Thsd1,0.9047102229700325,0.8815188540094353,-0.1444723212869434,-0.1819366685126068,0.0374643472256633,chr8
Htra4,0.8398935308208645,1.0205699374651465,-0.2517216387722215,0.029375050549842,-0.2810966893220635,chr8
Plpbp,0.8075234758413478,0.9700614503807692,-0.3084238933005073,-0.0438519544416647,-0.2645719388588425,chr8
Adrb3,0.8608781469932524,0.9094516034071412,-0.2161190490997845,-0.13693122818406,-0.0791878209157244,chr8
Unc5d,1.1573354853363542,1.3277130986714514,0.21080712967748,0.408943432949089,-0.1981363032716089,chr8
Mak16,0.914330265988652,0.9627556715405036,-0.1292127184004961,-0.0547583780032392,-0.0744543403972569,chr8
Wrn,1.2040271747711695,1.2553615405974208,0.2678679539457671,0.3281029161371095,-0.0602349621913423,chr8
Ppp2cb,0.8657132175150026,1.091726831638126,-0.208038908492598,0.1266119149189962,-0.3346508234115942,chr8
Gtf2e2,0.8633451776528321,0.8879345905651387,-0.2119906101948997,-0.1714746900945633,-0.0405159201003363,chr8
Rbpms,0.8000011728796921,0.9935851993155254,-0.3219259797542687,-0.0092844119017651,-0.3126415678525034,chr8
Ppp1r3b,0.8618125414425348,0.9184391965144252,-0.2145540016081336,-0.1227438812162127,-0.0918101203919209,chr8
Mfhas1,0.951933211840284,1.091461668401576,-0.0710677380840716,0.1262614644761954,-0.1973292025602671,chr8
Prag1,0.872048950444848,0.7577018097505407,-0.1975189752728514,-0.4002979011535669,0.2027789258807154,chr8
Trmt9b,0.8704484910674584,0.9531834956825036,-0.200169166201335,-0.06917412332471,-0.130995042876625,chr8
Dlc1,1.4326085580405614,1.2503613571093053,0.5186444654831966,0.3223450971032476,0.196299368379949,chr8
Sgcz,1.3960393256691712,2.310355088199871,0.4813395820552938,1.2081146025571223,-0.7267750205018285,chr8
Fat1,0.8588285115116822,0.9050938899110468,-0.2195580080994698,-0.1438606369643069,-0.0756973711351629,chr8
Fam149a,1.0946415985682614,1.1036727179297805,0.1304585879944151,0.1423124201043804,-0.0118538321099653,chr8
Irf2,1.1334537264888658,0.7591485989046624,0.1807254939214546,-0.3975457824753847,0.5782712763968394,chr8
Wwc2,0.973050488691054,0.804644681993786,-0.0394134307910965,-0.3135762417100298,0.2741628109189333,chr8
Tenm3,0.9579298890957252,0.8174697423297251,-0.0620080259356718,-0.2907627629295092,0.2287547369938374,chr8
Vegfc,0.9915086085884888,1.0686127119517668,-0.0123027964483612,0.0957390843177694,-0.1080418807661306,chr8
Sap30,0.9124502248126652,0.952848319415266,-0.1321822345000149,-0.0696815200425627,-0.0625007144574522,chr8
Galntl6,1.1309996599578294,1.5146394136454238,0.1775984955724487,0.5989743758342568,-0.4213758802618081,chr8
Clcn3,1.0718742874086085,0.996499411507667,0.1001357121695003,-0.0050591418202404,0.1051948539897408,chr8
Tll1,1.350238103181277,1.7893790760409671,0.4332138368979485,0.8394590515549906,-0.406245214657042,chr8
Klhl2,1.20153444885036,1.1357906559052424,0.2648780121574309,0.1836969479419548,0.081181064215476,chr8
Tmem192,1.0762614014863765,0.9337063077902688,0.1060285210420751,-0.0989592654289818,0.2049877864710569,chr8
Tma16,1.1946287044949886,1.1137830854298931,0.2565622923325629,0.1554682882919087,0.1010940040406541,chr8
Naf1,0.7685373593621154,1.1347594390225104,-0.379812702432068,0.1823864887819355,-0.5621991912140036,chr8
Lpl,0.953820334002376,1.0198005801874783,-0.0682105557578492,0.0282870638609883,-0.0964976196188376,chr8
Ddx49,0.7859253164753303,0.7385476237525418,-0.3475358697696918,-0.4372371416205594,0.0897012718508675,chr8
Pde4c,0.7433025904802076,0.6523812728967844,-0.4279784589328963,-0.61621272590733,0.1882342669744336,chr8
Myo9b,1.0044086359703397,0.660754477643139,0.006346338160541,-0.597813798476191,0.6041601366367321,chr8
Pgls,0.7763666541108537,0.7097008639388418,-0.3651899410063652,-0.4947170323123748,0.1295270913060096,chr8
Insl3,0.8109000894028108,0.6733353820416492,-0.3024039232345472,-0.570602818154733,0.2681988949201858,chr8
Zfp961,1.163772840444103,0.913446554357794,0.2188094826902581,-0.1306077754693528,0.349417258159611,chr8
Large1,1.1846973630113926,1.0923761175185902,0.2445185623763613,0.1274696781007367,0.1170488842756245,chr8
Arhgap10,0.7962129996699225,0.8649478747075101,-0.3287736685645707,-0.209314902215331,-0.1194587663492396,chr8
Prmt9,1.1059497267863725,1.0415549645059796,0.1452858064004313,0.0587389746909459,0.0865468317094854,chr8
Tmem184c,1.2423963143256658,0.8995989707807831,0.3131254549666578,-0.1526460843388954,0.4657715393055531,chr8
Rbmxl1,0.8683501191464998,0.8258686302026537,-0.2036512396469152,-0.2760157825262014,0.0723645428792861,chr8
Abce1,1.1297082064640431,1.0574440439346713,0.1759501855175557,0.0805813232281351,0.0953688622894205,chr8
Inpp4b,0.9906779587950576,1.0753881480270095,-0.0135119403579874,0.1048574767103205,-0.1183694170683079,chr8
Mir1199,0.849462032321368,0.8120849616952995,-0.2353786289443661,-0.30029742239771,0.0649187934533438,chr8
Podnl1,0.7787343537625224,0.8053247557455817,-0.3607968229157057,-0.3123574122533811,-0.0484394106623246,chr8
Cacna1a,0.7394577993538186,0.7195335221882652,-0.4354602794091495,-0.4748661929555872,0.0394059135464377,chr8
Man2b1,0.8857956115299426,0.8066016244035256,-0.1749542451462647,-0.3100717837176484,0.1351175385713837,chr8
4921524J17Rik,0.9919611041412666,0.8786820083861737,-0.0116445427859511,-0.1865869408121112,0.1749423980261601,chr8
Lonp2,0.9111580039814468,1.0307665987017178,-0.1342268413048416,0.0437176935052318,-0.1779445348100735,chr8
Gm2694,0.9475981702719202,0.8469396100831967,-0.0776526820227845,-0.2396689911381027,0.1620163091153181,chr8
Tox3,0.9446132311404551,0.9617070830270208,-0.0822043515150883,-0.0563305503868865,-0.0258738011282017,chr8
Chd9,0.9101903994602742,0.9668101576809326,-0.1357597258127464,-0.0486954641929218,-0.0870642616198245,chr8
Irx6,0.8907483791861095,0.9510577322652218,-0.1669101416674791,-0.0723951749112012,-0.0945149667562779,chr8
Nudt21,0.826888488472948,0.897486830658073,-0.2742353095951396,-0.1560373252928247,-0.1181979843023149,chr8
Ogfod1,1.001634497175595,0.9579192010317146,0.0023561559285995,-0.0620241228370661,0.0643802787656657,chr8
Nup93,0.9768753996983168,0.8007051991130844,-0.0337535364818685,-0.3206569209951665,0.286903384513298,chr8
Nlrc5,0.7684645854005071,0.8031784726931759,-0.3799493198696118,-0.3162074931223384,-0.0637418267472734,chr8
Cpne2,0.9353514047605588,0.7313499743495532,-0.0964196179501785,-0.4513661477624966,0.354946529812318,chr8
Ciapin1,0.948239581823528,0.8565676039326056,-0.076676478970643,-0.2233609804993953,0.1466845015287523,chr8
Sap18b,1.0039249279196707,0.8159088756667354,0.0056513906359078,-0.2935200602944013,0.2991714509303092,chr8
Terb1,1.0192179638149863,1.251344739300697,0.0274626105702793,0.3234792996268187,-0.2960166890565394,chr8
Car7,1.0316901847541826,1.15619493585635,0.0450097963191965,0.2093846584647202,-0.1643748621455237,chr8
Rrad,0.914590359835328,0.7932044924175076,-0.128802382271091,-0.3342352464051877,0.2054328641340967,chr8
Ciao2b,0.8564305993192697,0.8583839578961369,-0.2235917523429207,-0.2203049806754439,-0.0032867716674767,chr8
B3gnt9,0.8738173412946539,0.6783513969531274,-0.194596357894944,-0.5598952886162898,0.3652989307213458,chr8
E2f4,0.7808376625849685,0.7728610415788485,-0.3569054539817738,-0.3717190502668841,0.0148135962851103,chr8
Slc9a5,0.913083751876222,0.7646377036238076,-0.1311808985608042,-0.3871517549162293,0.2559708563554251,chr8
Zdhhc1,0.8749375434892748,0.8748293805271504,-0.1927480595587033,-0.1929264217932633,0.00017836223456,chr8
Gfod2,1.0456858124554873,1.0002030229399832,0.0644494434572212,0.0002928704599954,0.0641565729972258,chr8
